Id,Frequency,Amplitude,Argument
152,890.625,3.11823e+06,-1.53811
153,896.484,2.35938e+06,0.379692
154,902.344,1.46458e+06,-0.790778
155,908.203,2.56476e+06,2.29822
156,914.062,2.12971e+06,-0.569079
157,919.922,1.95143e+06,0.0854054
158,925.781,1.22369e+06,-0.0750631
159,931.641,1.10206e+06,0.923855
160,937.5,1.10469e+06,0.00802023
161,943.359,2.61579e+06,-0.0594524
162,949.219,2.09146e+06,-2.95708
163,955.078,2.38887e+06,-1.02419
164,960.938,2.42922e+06,3.76932
165,966.797,1.04353e+06,-0.0714947
166,972.656,1.13292e+06,-3.94855
167,978.516,1.2064e+06,1.69082
168,984.375,2.25081e+06,-3.29399
169,990.234,1.76743e+06,1.73864
170,996.094,3.12935e+06,1.31216
171,1001.95,1.69815e+06,-1.29428
172,1007.81,2.27213e+06,-1.08534
173,1013.67,1.6314e+06,-1.12684
174,1019.53,3.78033e+06,0.0476752
175,1025.39,1.52315e+06,-0.337963
176,1031.25,2.88825e+06,0.368656
177,1037.11,2.71058e+06,1.44366
178,1042.97,1.19667e+07,-2.64492
179,1048.83,2.63708e+07,0.854736
180,1054.69,9.00158e+06,-1.88101
181,1060.55,2.59231e+06,0.227531
182,1066.41,5.11938e+06,1.59482
183,1072.27,1.93871e+06,0.211273
184,1078.12,2.85047e+06,4.26717
185,1083.98,2.51402e+06,0.511333
186,1089.84,2.16835e+06,-0.811025
187,1095.7,939448,-0.796836
188,1101.56,2.69931e+06,-0.762952
189,1107.42,1.0234e+06,1.84926
190,1113.28,2.28941e+06,3.64296
191,1119.14,1.69026e+06,-1.76162
192,1125,1.30501e+06,0.432352
193,1130.86,1.98146e+06,-0.413403
194,1136.72,1.47608e+06,2.10649
195,1142.58,997713,-0.811677
196,1148.44,886880,1.61252
197,1154.3,1.50236e+06,-3.98231
198,1160.16,1.23882e+06,0.744581
199,1166.02,1.12001e+06,-4.16232
200,1171.88,1.15567e+06,1.68075
201,1177.73,1.59787e+06,0.284393
202,1183.59,1.49645e+06,-3.62108
203,1189.45,2.10919e+06,-0.543038
204,1195.31,2.65104e+06,1.91305
205,1201.17,2.10574e+06,3.13369
206,1207.03,2.3378e+06,1.66157
207,1212.89,2.19085e+06,1.87929
208,1218.75,1.36077e+06,-0.340217
209,1224.61,945704,4.30565
210,1230.47,1.78272e+06,-0.0561618
211,1236.33,1.75542e+06,-1.44706
212,1242.19,1.00536e+06,-0.877449
213,1248.05,744506,4.03167
214,1253.91,897073,-1.23246
215,1259.77,1.82689e+06,4.3858
216,1265.62,904134,-3.02965
217,1271.48,2.22061e+06,1.24873
218,1277.34,985069,-0.376746
219,1283.2,1.82874e+06,-0.149627
220,1289.06,3.50087e+06,1.43544
221,1294.92,994749,1.53705
222,1300.78,4.21994e+06,1.46595
223,1306.64,3.92206e+06,-1.03923
224,1312.5,8.98841e+06,1.00313
225,1318.36,2.39298e+07,1.01956
226,1324.22,1.4379e+07,1.07178
227,1330.08,2.65609e+06,-1.83815
228,1335.94,3.23088e+06,-2.28723
229,1341.8,951294,0.993893
230,1347.66,4.05957e+06,1.01599
231,1353.52,3.04908e+06,4.31483
232,1359.38,1.8297e+06,-3.50596
233,1365.23,2.11071e+06,-0.37753
234,1371.09,2.14765e+06,-0.773725
235,1376.95,1.64148e+06,2.83182
236,1382.81,1.41425e+06,1.08313
237,1388.67,2.60362e+06,0.359287
238,1394.53,1.52754e+06,2.67845
239,1400.39,1.09335e+06,0.39353
240,1406.25,1.38831e+06,-1.4976
241,1412.11,618333,0.709983
242,1417.97,1.4636e+06,0.465744
243,1423.83,1.9361e+06,2.23234
244,1429.69,1.91179e+06,0.0295497
245,1435.55,730957,-0.669767
246,1441.41,1.25613e+06,-0.138345
247,1447.27,944003,-2.23496
248,1453.12,1.02941e+06,-3.01448
249,1458.98,563367,0.472173
250,1464.84,1.90315e+06,-0.855267
251,1470.7,1.63206e+06,1.38056
252,1476.56,1.09379e+06,0.458494
253,1482.42,1.8452e+06,1.26348
254,1488.28,589188,3.39897
255,1494.14,878647,-0.405936
256,1500,1.17233e+06,1.0799
257,1505.86,1.44251e+06,0.540985
258,1511.72,1.18809e+06,1.87932
259,1517.58,2.26948e+06,-1.53553
260,1523.44,1.81878e+06,-2.10873
261,1529.3,1.69525e+06,-2.00106
262,1535.16,1.447e+06,0.73821
263,1541.02,2.49187e+06,2.05305
264,1546.88,1.71478e+06,-1.3516
265,1552.73,1.09126e+06,-0.121081
266,1558.59,1.04837e+06,3.23159
267,1564.45,1.23829e+06,-1.93222
268,1570.31,1.31947e+06,0.57305
269,1576.17,1.39189e+06,0.3225
270,1582.03,1.23845e+06,-1.01712
271,1587.89,1.26752e+06,-0.83698
272,1593.75,1.4839e+06,2.45698
273,1599.61,1.84669e+06,-0.150447
274,1605.47,1.5107e+06,0.481493
275,1611.33,2.52537e+06,0.966459
276,1617.19,1.11327e+06,-0.742214
277,1623.05,1.18574e+06,-3.50616
278,1628.91,1.36464e+06,0.927416
279,1634.77,2.99841e+06,-3.60228
280,1640.62,609154,-0.338524
281,1646.48,3.32004e+06,-1.51179
282,1652.34,1.07733e+06,-3.48017
283,1658.2,8.59821e+06,-2.61887
284,1664.06,2.23641e+07,0.666874
285,1669.92,7.35019e+06,-2.40055
286,1675.78,2.01539e+06,-1.45626
287,1681.64,3.54199e+06,1.03596
288,1687.5,873114,2.25086
289,1693.36,2.09139e+06,-1.14808
290,1699.22,1.58754e+06,0.379985
291,1705.08,2.43376e+06,-1.47183
292,1710.94,2.09777e+06,2.59427
293,1716.8,2.5557e+06,1.53037
294,1722.66,1.22365e+06,-0.905018
295,1728.52,1.5809e+06,0.340331
296,1734.38,1.64404e+06,0.858768
297,1740.23,931381,-0.602043
298,1746.09,2.82175e+06,-1.4114
299,1751.95,2.83198e+06,-1.79761
300,1757.81,553602,-0.697407
301,1763.67,1.15134e+06,-2.85492
302,1769.53,1.27447e+06,-0.495038
303,1775.39,2.08257e+06,0.747072
304,1781.25,1.51196e+06,1.11338
305,1787.11,695277,-1.3556
306,1792.97,415277,-2.37428
307,1798.83,956411,-0.796553
308,1804.69,957479,0.320345
309,1810.55,1.76751e+06,-0.00547443
310,1816.41,1.45418e+06,-0.0766842
311,1822.27,727834,1.01847
312,1828.12,1.04242e+06,0.731606
313,1833.98,971068,-1.68088
314,1839.84,1.10862e+06,2.13089
315,1845.7,599591,-2.87672
316,1851.56,660907,-0.246157
317,1857.42,1.32276e+06,-0.197761
318,1863.28,1.25544e+06,-1.4433
319,1869.14,1.20117e+06,-1.56763
320,1875,1.82628e+06,2.02174
321,1880.86,1.42964e+06,-1.57065
322,1886.72,749168,-0.261838
323,1892.58,1.38879e+06,-2.48551
324,1898.44,1.11052e+06,-1.70462
325,1904.3,764652,-0.99234
326,1910.16,620014,2.00185
327,1916.02,663414,-0.0607292
328,1921.88,1.96158e+06,2.53537
329,1927.73,614440,-3.08645
330,1933.59,626340,2.19249
331,1939.45,578262,-2.5131
332,1945.31,936580,-4.19138
333,1951.17,1.71242e+06,-0.195899
334,1957.03,585532,1.98913
335,1962.89,1.05572e+06,0.473235
336,1968.75,1.46297e+06,2.5691
337,1974.61,1.40325e+06,-1.09834
338,1980.47,773303,0.608592
339,1986.33,489066,1.89325
340,1992.19,1.31148e+06,0.885681
341,1998.05,1.93121e+06,-1.7155
342,2003.91,2.00949e+06,0.442954
343,2009.77,1.6218e+06,1.13876
344,2015.62,1.11084e+06,-2.77714
345,2021.48,1.74718e+06,0.785709
346,2027.34,1.40873e+06,-1.92928
347,2033.2,1.76234e+06,1.2027
348,2039.06,1.28137e+06,-1.51492
349,2044.92,2.39054e+06,0.401817
350,2050.78,1.65048e+06,2.31787
351,2056.64,1.80206e+06,1.39503
352,2062.5,1.75507e+06,-2.20491
353,2068.36,2.01968e+06,0.693487
354,2074.22,154326,-0.980396
355,2080.08,2.42588e+06,-2.43727
356,2085.94,4.0659e+06,-3.84735
357,2091.8,1.01435e+07,-0.109296
358,2097.66,1.72047e+07,-2.9795
359,2103.52,6.79939e+06,0.0541273
360,2109.38,1.32353e+06,-0.125391
361,2115.23,2.76492e+06,-0.507097
362,2121.09,618399,2.46802
363,2126.95,2.1884e+06,-2.68029
364,2132.81,1.2141e+06,1.09745
365,2138.67,1.55451e+06,1.36956
366,2144.53,1.22379e+06,-1.09979
367,2150.39,961774,4.46361
368,2156.25,1.24828e+06,-1.62024
369,2162.11,1.14441e+06,0.0194779
370,2167.97,627299,1.01014
371,2173.83,686364,-0.234809
372,2179.69,1.82409e+06,-1.79559
373,2185.55,1.3838e+06,3.26578
374,2191.41,1.38349e+06,-1.88722
375,2197.27,1.5234e+06,1.24141
376,2203.12,1.0465e+06,-0.0759498
377,2208.98,1.97936e+06,-3.57694
378,2214.84,1.44596e+06,2.63694
379,2220.7,1.2142e+06,-0.658399
380,2226.56,855626,0.715476
381,2232.42,965566,1.74483
382,2238.28,906941,0.528469
383,2244.14,953971,1.2472
384,2250,1.60035e+06,-0.739798
385,2255.86,2.03242e+06,0.257987
386,2261.72,1.56619e+06,-2.3318
387,2267.58,1.83485e+06,0.401726
388,2273.44,510724,2.56302
389,2279.3,835582,-1.06799
390,2285.16,1.25409e+06,0.318871
391,2291.02,1.20521e+06,-3.82109
392,2296.88,531284,-0.612657
393,2302.73,1.56364e+06,-0.28939
394,2308.59,2.04894e+06,2.34364
395,2314.45,783962,-2.08294
396,2320.31,1.13416e+06,-1.57359
397,2326.17,941925,2.75574
398,2332.03,784786,1.08373
399,2337.89,1.23325e+06,2.8035
400,2343.75,888347,-1.9959
401,2349.61,753022,1.98422
402,2355.47,383586,2.4374
403,2361.33,595923,-1.78668
404,2367.19,686314,0.752794
405,2373.05,743639,-1.03696
406,2378.91,1.01084e+06,0.130498
407,2384.77,1.2132e+06,-1.50448
408,2390.62,999309,1.32292
409,2396.48,960735,-0.188769
410,2402.34,567274,0.730836
411,2408.2,809698,-2.42687
412,2414.06,384723,1.95454
413,2419.92,1.13986e+06,-0.830128
414,2425.78,1.25071e+06,2.77164
415,2431.64,836218,-2.22023
416,2437.5,1.19472e+06,0.676541
417,2443.36,756319,-0.685476
418,2449.22,696333,2.57571
419,2455.08,811390,0.706596
420,2460.94,727321,0.565931
421,2466.8,622737,-2.49847
422,2472.66,529552,-1.09593
423,2478.52,1.16698e+06,-3.54936
424,2484.38,1.26229e+06,1.20148
425,2490.23,1.40971e+06,-3.13987
426,2496.09,591026,0.178313
427,2501.95,906488,-0.584073
428,2507.81,795237,0.623203
429,2513.67,1.17729e+06,1.2108
430,2519.53,1.42391e+06,0.803362
431,2525.39,528054,-2.67281
432,2531.25,938648,-3.39552
433,2537.11,593925,1.94518
434,2542.97,1.19879e+06,-2.18076
435,2548.83,1.23308e+06,-0.786478
436,2554.69,1.64986e+06,-4.08449
437,2560.55,899607,-0.697561
438,2566.41,884065,-0.730911
439,2572.27,804314,-3.4765
440,2578.12,1.01298e+06,0.492558
441,2583.98,512314,-0.915823
442,2589.84,662389,-1.00726
443,2595.7,690066,-1.76025
444,2601.56,1.48102e+06,2.26931
445,2607.42,1.19144e+06,-0.473126
446,2613.28,1.594e+06,1.46092
447,2619.14,1.54204e+06,3.67036
448,2625,1.94784e+06,-1.28843
449,2630.86,3.68728e+06,0.530929
450,2636.72,1.01777e+07,0.918786
451,2642.58,1.10499e+07,1.12362
452,2648.44,3.48492e+06,1.10112
453,2654.3,2.00075e+06,0.535507
454,2660.16,1.59842e+06,2.22213
455,2666.02,1.57619e+06,0.805582
456,2671.88,1.47099e+06,-1.56065
457,2677.73,1.84566e+06,-2.49055
458,2683.59,992834,-0.261582
459,2689.45,1.57148e+06,-3.80585
460,2695.31,1.19949e+06,0.0955911
461,2701.17,944751,0.443946
462,2707.03,1.25031e+06,0.694862
463,2712.89,569742,-1.50126
464,2718.75,322225,2.68871
465,2724.61,258000,-0.0885258
466,2730.47,378603,2.284
467,2736.33,494386,-0.361071
468,2742.19,570973,1.55762
469,2748.05,840591,-1.25428
470,2753.91,621675,0.400835
471,2759.77,1.04387e+06,-2.16147
472,2765.62,1.25527e+06,1.33878
473,2771.48,756092,-1.80669
474,2777.34,699315,-3.98745
475,2783.2,718879,-0.694863
476,2789.06,640477,1.7116
477,2794.92,324973,0.224067
478,2800.78,777779,2.18486
479,2806.64,987261,-2.93313
480,2812.5,426778,1.39111
481,2818.36,871981,0.32882
482,2824.22,627181,4.17015
483,2830.08,657419,-1.12627
484,2835.94,678825,0.14131
485,2841.8,1.20921e+06,1.28628
486,2847.66,803517,-2.29521
487,2853.52,798863,0.868554
488,2859.38,412260,-0.774154
489,2865.23,762332,0.410339
490,2871.09,864234,0.910611
491,2876.95,318447,-1.04777
492,2882.81,959463,0.63132
493,2888.67,976775,1.32279
494,2894.53,341471,0.802163
495,2900.39,422111,-2.53244
496,2906.25,208883,-2.14468
497,2912.11,450160,-1.71782
498,2917.97,1.3133e+06,-1.47348
499,2923.83,1.39945e+06,1.42198
500,2929.69,651315,-0.155954
501,2935.55,799277,-0.955713
502,2941.41,848541,1.93831
503,2947.27,620590,1.5574
504,2953.12,603206,1.04577
505,2958.98,819587,0.209766
506,2964.84,773461,-1.35988
507,2970.7,1.11011e+06,-3.3858
508,2976.56,849635,-0.472087
509,2982.42,679771,1.54148
510,2988.28,727628,0.22469
511,2994.14,657024,-2.86587
512,3000,667910,1.73608
513,3005.86,182127,1.98014
514,3011.72,506057,-2.59651
515,3017.58,598541,-1.27524
516,3023.44,521290,0.141569
517,3029.3,1.07579e+06,1.91378
518,3035.16,693140,-0.421916
519,3041.02,500035,3.15464
520,3046.88,405025,1.19447
521,3052.73,609540,-2.56539
522,3058.59,774930,1.76694
523,3064.45,680631,0.673465
524,3070.31,623482,-0.507115
525,3076.17,636564,2.97233
526,3082.03,928844,-0.377504
527,3087.89,688105,1.47305
528,3093.75,594733,-1.23921
529,3099.61,358089,-1.05545
530,3105.47,361577,2.50728
531,3111.33,811476,0.427531
532,3117.19,695245,-2.16953
533,3123.05,428822,2.30848
534,3128.91,973256,-2.38856
535,3134.77,437186,1.06825
536,3140.62,400521,0.978191
537,3146.48,151754,0.622508
538,3152.34,342945,-0.194463
539,3158.2,701284,0.0235206
540,3164.06,619426,-2.4522
541,3169.92,615849,2.05533
542,3175.78,266971,-1.6618
543,3181.64,298066,0.933592
544,3187.5,358562,-3.2659
545,3193.36,352360,0.596591
546,3199.22,580518,0.479893
547,3205.08,617204,1.16488
548,3210.94,195387,0.695205
549,3216.8,685838,-1.62639
550,3222.66,466770,4.03015
551,3228.52,523674,0.440379
552,3234.38,265670,0.936659
553,3240.23,747114,-0.246574
554,3246.09,665252,-3.01348
555,3251.95,419394,-0.543279
556,3257.81,459451,0.0672012
557,3263.67,684538,1.45419
558,3269.53,437825,1.80728
559,3275.39,840855,0.539834
560,3281.25,448166,0.365892
561,3287.11,832203,1.54192
562,3292.97,614177,1.15658
563,3298.83,941537,1.21441
564,3304.69,564237,0.791281
565,3310.55,1.39758e+06,1.02177
566,3316.41,196653,-0.483199
567,3322.27,3.26411e+06,2.04588
568,3328.12,9.26453e+06,-2.25987
569,3333.98,2.82822e+06,1.49577
570,3339.84,979597,0.183168
571,3345.7,1.31472e+06,-0.707375
572,3351.56,848311,0.663195
573,3357.42,968665,0.522641
574,3363.28,407553,-0.852877
575,3369.14,285928,-0.0770485
576,3375,462410,-2.44861
577,3380.86,440345,0.194881
578,3386.72,531920,-0.448234
579,3392.58,439488,0.441474
580,3398.44,837216,1.26087
581,3404.3,879275,-3.989
582,3410.16,707282,2.70464
583,3416.02,613047,-1.99451
584,3421.88,327370,1.85133
585,3427.73,251561,1.16142
586,3433.59,500271,1.85613
587,3439.45,276992,0.116374
588,3445.31,855150,-2.19809
589,3451.17,881867,1.40923
590,3457.03,575619,-1.94453
591,3462.89,190810,-1.88664
592,3468.75,523729,3.48261
593,3474.61,556962,-0.190184
594,3480.47,434616,-2.58054
595,3486.33,533574,-1.4122
596,3492.19,202031,-0.292694
597,3498.05,173421,0.613014
598,3503.91,265572,2.45821
599,3509.77,470591,-1.75669
600,3515.62,309247,0.574743
601,3521.48,645036,1.41243
602,3527.34,387397,-1.8906
603,3533.2,209154,1.17628
604,3539.06,193445,-3.01768
605,3544.92,447091,1.91917
606,3550.78,451737,0.604718
607,3556.64,387011,1.45853
608,3562.5,638076,-0.98277
609,3568.36,481918,-3.52877
610,3574.22,734708,-1.39633
611,3580.08,709463,0.339212
612,3585.94,445238,0.853585
613,3591.8,163206,0.277902
614,3597.66,171872,1.01386
615,3603.52,224689,-0.0862539
616,3609.38,525260,-3.89482
617,3615.23,665078,1.26453
618,3621.09,625638,-3.52044
619,3626.95,527353,-0.667605
620,3632.81,439400,3.63825
621,3638.67,235521,0.455032
622,3644.53,374004,-0.352103
623,3650.39,353796,2.16702
624,3656.25,379437,2.36335
625,3662.11,571087,3.07965
626,3667.97,391864,-1.77616
627,3673.83,320999,2.16363
628,3679.69,569656,-1.08314
629,3685.55,606884,-0.316653
630,3691.41,641458,0.0424931
631,3697.27,292526,1.75178
632,3703.12,448038,-2.46649
633,3708.98,346209,-0.791305
634,3714.84,381931,-3.18506
635,3720.7,407946,0.9103
636,3726.56,422463,1.14921
637,3732.42,329164,-0.956821
638,3738.28,192382,3.23839
639,3744.14,229063,0.0700462
640,3750,422698,0.708299
641,3755.86,658252,1.37849
642,3761.72,305146,0.917033
643,3767.58,375718,-0.967145
644,3773.44,517827,0.712799
645,3779.3,781327,-0.750592
646,3785.16,375051,3.33888
647,3791.02,613573,1.12673
648,3796.88,573356,-2.53633
649,3802.73,384837,0.350228
650,3808.59,516373,-1.05668
651,3814.45,435397,0.739881
652,3820.31,312405,3.6205
653,3826.17,459584,-1.50091
654,3832.03,377297,1.24487
655,3837.89,326384,3.42986
656,3843.75,207025,2.90071
657,3849.61,235898,-3.54111
658,3855.47,208635,3.56851
659,3861.33,153480,0.684765
660,3867.19,168075,-0.181332
661,3873.05,401272,-4.19226
662,3878.91,165722,-1.63031
663,3884.77,286226,-0.54796
664,3890.62,251130,-0.491824
665,3896.48,282407,-0.811375
666,3902.34,682055,-1.38195
667,3908.2,419220,0.610634
668,3914.06,195819,1.11145
669,3919.92,372864,-3.32789
670,3925.78,495489,-1.05198
671,3931.64,253908,1.16914
672,3937.5,117452,-1.51288
673,3943.36,261400,0.177139
674,3949.22,209973,2.32075
675,3955.08,351002,-1.00801
676,3960.94,136204,-0.918062
677,3966.8,393743,0.615099
678,3972.66,681930,0.395019
679,3978.52,241165,-1.12521
680,3984.38,273223,3.51575
681,3990.23,389777,-1.93279
682,3996.09,373640,1.04662
683,4001.95,283724,3.04
684,4007.81,207717,-1.41045
685,4013.67,259907,1.22077
686,4019.53,301391,-1.95321
687,4025.39,825262,3.89073
688,4031.25,532037,-2.04504
689,4037.11,209583,-1.51332
690,4042.97,295099,-0.469606
691,4048.83,196373,1.22144
692,4054.69,221503,-2.0053
693,4060.55,431287,-1.74681
694,4066.41,451797,-0.983418
695,4072.27,686878,2.32593
696,4078.12,359943,-1.3369
697,4083.98,389885,-1.73233
698,4089.84,376766,-2.39193
699,4095.7,234419,0.673322
700,4101.56,406668,-0.548771
701,4107.42,356723,0.546515
702,4113.28,443569,3.37666
703,4119.14,639347,0.41591
704,4125,586817,-0.506656
705,4130.86,682614,1.25305
706,4136.72,390947,0.69864
707,4142.58,847740,0.650344
708,4148.44,287770,0.942165
709,4154.3,279576,0.0555366
710,4160.16,694305,-0.515874
711,4166.02,496585,3.1674
712,4171.88,814011,1.70572
713,4177.73,884337,1.23479
714,4183.59,2.10349e+06,1.40468
715,4189.45,4.78578e+06,1.42462
716,4195.31,4.36512e+06,1.53203
717,4201.17,1.28805e+06,1.58213
718,4207.03,1.25508e+06,1.34147
719,4212.89,736156,1.17394
720,4218.75,498836,1.579
721,4224.61,649093,0.955237
722,4230.47,424781,2.08944
723,4236.33,496686,-1.47369
724,4242.19,637555,0.390895
725,4248.05,468271,-2.49587
726,4253.91,223229,1.01391
727,4259.77,298171,0.0169753
728,4265.62,162583,-1.27868
729,4271.48,273182,2.09927
730,4277.34,451845,-1.02006
731,4283.2,368400,-3.19547
732,4289.06,312372,2.90027
733,4294.92,236819,-1.61907
734,4300.78,713054,0.617855
735,4306.64,405802,-0.764893
736,4312.5,389195,-0.830757
737,4318.36,535876,1.98083
738,4324.22,181959,1.80438
739,4330.08,105603,0.721836
740,4335.94,211763,0.92918
741,4341.8,327254,-0.955795
742,4347.66,252813,3.36797
743,4353.52,254612,2.63317
744,4359.38,434064,1.68693
745,4365.23,377513,-0.93335
746,4371.09,231069,-0.398466
747,4376.95,209807,-0.72132
748,4382.81,299639,2.88131
749,4388.67,310659,-2.85933
750,4394.53,327755,-1.43889
751,4400.39,469799,-0.113952
752,4406.25,595395,-1.14021
753,4412.11,561688,-3.13547
754,4417.97,480411,1.57807
755,4423.83,247418,1.85532
756,4429.69,157903,2.29892
757,4435.55,200839,-1.25638
758,4441.41,264320,-2.26233
759,4447.27,188841,-2.55901
760,4453.12,325445,1.51591
761,4458.98,217621,-0.154377
762,4464.84,219719,-1.09482
763,4470.7,166103,-1.52117
764,4476.56,303265,0.49324
765,4482.42,605642,-1.15899
766,4488.28,554375,-0.324484
767,4494.14,373893,-0.892448
768,4500,361091,-1.17368
769,4505.86,206919,0.695055
770,4511.72,530503,-2.69621
771,4517.58,470266,0.089558
772,4523.44,340559,0.784607
773,4529.3,453344,0.778186
774,4535.16,542682,1.06787
775,4541.02,171445,1.74791
776,4546.88,198652,3.24358
777,4552.73,252630,-0.523862
778,4558.59,238454,0.721349
779,4564.45,352224,-0.752659
780,4570.31,422783,-0.706905
781,4576.17,280791,-2.04683
782,4582.03,392139,2.30934
783,4587.89,248953,-1.10928
