Id,Frequency,Amplitude,Argument
144,843.75,1.02887e+06,3.8817
145,849.609,1.82691e+06,0.889627
146,855.469,1.19405e+06,-0.076304
147,861.328,1.55634e+06,1.57776
148,867.188,3.05479e+06,-3.32315
149,873.047,2.79497e+06,2.04489
150,878.906,1.97073e+06,-2.99682
151,884.766,1.11909e+06,2.67281
152,890.625,2.34856e+06,-2.62724
153,896.484,1.03317e+06,1.29312
154,902.344,748396,0.475479
155,908.203,1.38356e+06,-0.176976
156,914.062,1.08505e+06,-0.980014
157,919.922,706895,-3.58133
158,925.781,1.48119e+06,0.958334
159,931.641,1.96526e+06,2.49876
160,937.5,1.49205e+06,-1.36638
161,943.359,2.23079e+06,1.51196
162,949.219,1.28805e+06,-3.39067
163,955.078,753027,-0.939143
164,960.938,1.29295e+06,0.640307
165,966.797,1.35352e+06,-0.219009
166,972.656,1.19586e+06,-2.34216
167,978.516,1.75959e+06,2.10424
168,984.375,1.35121e+06,0.393874
169,990.234,547884,-0.723485
170,996.094,952186,1.15398
171,1001.95,1.54567e+06,-1.56408
172,1007.81,2.53071e+06,-2.82607
173,1013.67,1.79735e+06,-0.766104
174,1019.53,1.48208e+06,-0.304715
175,1025.39,1.81839e+06,1.14478
176,1031.25,1.35442e+06,0.315871
177,1037.11,712657,-0.751471
178,1042.97,2.47673e+06,-0.901061
179,1048.83,5.03456e+06,-0.508601
180,1054.69,2.12999e+06,4.07402
181,1060.55,277112,3.94566
182,1066.41,2.61158e+06,-0.410927
183,1072.27,2.32489e+06,1.77948
184,1078.12,1.62973e+06,0.36085
185,1083.98,1.22501e+06,1.35144
186,1089.84,822988,1.76592
187,1095.7,778781,-0.218758
188,1101.56,1.04245e+06,-0.670418
189,1107.42,885118,1.05723
190,1113.28,1.36895e+06,-2.55093
191,1119.14,767124,-1.0272
192,1125,1.12042e+06,-1.30206
193,1130.86,1.85758e+06,0.11329
194,1136.72,1.3128e+06,3.93533
195,1142.58,1.35122e+06,2.22825
196,1148.44,1.85446e+06,0.654155
197,1154.3,2.13855e+06,-2.23237
198,1160.16,653742,-3.2257
199,1166.02,1.24384e+06,-1.44442
200,1171.88,1.22205e+06,-1.75932
201,1177.73,1.34706e+06,0.862738
202,1183.59,2.66762e+06,-2.61704
203,1189.45,1.97397e+06,1.43319
204,1195.31,2.14169e+06,0.215443
205,1201.17,2.38502e+06,-1.12136
206,1207.03,1.21828e+06,-2.08619
207,1212.89,1.9789e+06,2.93937
208,1218.75,1.37416e+06,-2.14729
209,1224.61,262158,-1.15576
210,1230.47,1.00488e+06,-0.38025
211,1236.33,1.44051e+06,4.20357
212,1242.19,1.66495e+06,-0.781575
213,1248.05,894783,2.98294
214,1253.91,1.42672e+06,-0.382936
215,1259.77,1.6022e+06,-1.12611
216,1265.62,2.00142e+06,0.22323
217,1271.48,2.68071e+06,1.75301
218,1277.34,1.18595e+06,1.41987
219,1283.2,2.55774e+06,-0.25992
220,1289.06,3.69962e+06,-1.60951
221,1294.92,1.05277e+06,-0.483135
222,1300.78,2.08855e+06,1.9028
223,1306.64,1.61666e+06,-0.89882
224,1312.5,3.41977e+06,-2.34676
225,1318.36,9.36638e+06,3.24055
226,1324.22,4.79699e+06,0.00404666
227,1330.08,1.0873e+06,0.28559
228,1335.94,1.2838e+06,-1.57642
229,1341.8,2.49122e+06,-0.180587
230,1347.66,2.90327e+06,-0.775146
231,1353.52,1.71573e+06,-3.00061
232,1359.38,1.56137e+06,-1.04643
233,1365.23,1.90006e+06,2.00687
234,1371.09,1.26e+06,-0.249715
235,1376.95,950145,0.784896
236,1382.81,2.06013e+06,-0.757262
237,1388.67,2.67803e+06,-1.01004
238,1394.53,1.36749e+06,-0.248103
239,1400.39,1.6154e+06,-0.352234
240,1406.25,1.18544e+06,-1.00653
241,1412.11,658423,0.368134
242,1417.97,891295,2.6775
243,1423.83,1.97722e+06,-3.96831
244,1429.69,1.80685e+06,0.0941577
245,1435.55,2.10153e+06,1.54878
246,1441.41,849810,-1.81447
247,1447.27,872081,1.42545
248,1453.12,621955,-0.0588404
249,1458.98,925246,-1.81686
250,1464.84,1.26789e+06,-1.13284
251,1470.7,1.55647e+06,-1.60948
252,1476.56,1.3781e+06,2.55842
253,1482.42,965095,-0.0513206
254,1488.28,558677,1.41433
255,1494.14,2.18159e+06,-0.996509
256,1500,2.22925e+06,2.51244
257,1505.86,619995,-3.82719
258,1511.72,971827,1.32251
259,1517.58,1.46759e+06,1.26307
260,1523.44,1.20086e+06,-1.48818
261,1529.3,1.09494e+06,0.98496
262,1535.16,1.80452e+06,2.26995
263,1541.02,2.15629e+06,-2.45853
264,1546.88,2.445e+06,0.178076
265,1552.73,1.75236e+06,-0.825415
266,1558.59,1.83381e+06,-2.17218
267,1564.45,1.37971e+06,-1.61781
268,1570.31,641016,-1.48168
269,1576.17,1.07659e+06,3.1452
270,1582.03,802373,1.17681
271,1587.89,627005,-3.02773
272,1593.75,657962,-1.13281
273,1599.61,1.44461e+06,-0.631924
274,1605.47,1.62645e+06,-0.610959
275,1611.33,1.71065e+06,0.905214
276,1617.19,946170,1.61849
277,1623.05,1.31291e+06,-0.724347
278,1628.91,1.46659e+06,2.71307
279,1634.77,3.01801e+06,-1.29201
280,1640.62,1.57688e+06,2.74893
281,1646.48,2.38683e+06,-0.106845
282,1652.34,1.27615e+06,-0.54274
283,1658.2,5.39937e+06,0.662917
284,1664.06,1.41909e+07,-0.299931
285,1669.92,5.86728e+06,0.646165
286,1675.78,2.21495e+06,-1.08309
287,1681.64,3.28691e+06,0.564696
288,1687.5,1.17191e+06,1.0307
289,1693.36,3.03688e+06,0.242942
290,1699.22,2.35854e+06,-2.56998
291,1705.08,3.15249e+06,-1.07318
292,1710.94,2.57624e+06,-0.706584
293,1716.8,1.87356e+06,0.290106
294,1722.66,1.99943e+06,-0.940655
295,1728.52,1.53209e+06,-1.02836
296,1734.38,839822,0.815812
297,1740.23,1.44933e+06,2.11615
298,1746.09,3.26127e+06,1.0505
299,1751.95,3.5047e+06,0.992988
300,1757.81,784501,0.814081
301,1763.67,1.90051e+06,2.70347
302,1769.53,1.15924e+06,3.67342
303,1775.39,2.04405e+06,2.24941
304,1781.25,1.25389e+06,-2.98089
305,1787.11,1.34793e+06,4.30066
306,1792.97,2.34201e+06,2.83061
307,1798.83,1.79044e+06,-0.417256
308,1804.69,796661,-1.57393
309,1810.55,1.17552e+06,0.835708
310,1816.41,2.16829e+06,-3.37174
311,1822.27,1.82322e+06,2.21743
312,1828.12,1.43732e+06,-1.61916
313,1833.98,1.01972e+06,1.96793
314,1839.84,983622,0.391444
315,1845.7,1.7231e+06,-0.335109
316,1851.56,1.66323e+06,2.74778
317,1857.42,1.97926e+06,0.0834318
318,1863.28,1.89852e+06,-0.640546
319,1869.14,1.64324e+06,1.14764
320,1875,1.32058e+06,-2.10318
321,1880.86,1.6248e+06,0.850921
322,1886.72,1.60739e+06,0.139434
323,1892.58,1.33616e+06,0.771735
324,1898.44,1.53389e+06,-2.38565
325,1904.3,1.48365e+06,0.925229
326,1910.16,1.3605e+06,3.07998
327,1916.02,1.25253e+06,2.15894
328,1921.88,2.51936e+06,-3.52397
329,1927.73,1.15394e+06,2.14862
330,1933.59,1.44089e+06,0.932068
331,1939.45,1.39601e+06,1.31372
332,1945.31,917143,-0.493376
333,1951.17,1.81008e+06,-2.61725
334,1957.03,1.85248e+06,2.21369
335,1962.89,1.47329e+06,0.85411
336,1968.75,2.24519e+06,-0.204522
337,1974.61,2.4591e+06,-0.562983
338,1980.47,1.82409e+06,-0.0517576
339,1986.33,1.02736e+06,-2.31976
340,1992.19,1.14633e+06,3.27999
341,1998.05,1.96714e+06,0.445729
342,2003.91,2.75823e+06,2.4551
343,2009.77,2.57068e+06,-1.36684
344,2015.62,2.51355e+06,0.628965
345,2021.48,1.73824e+06,1.4628
346,2027.34,1.8338e+06,-2.17027
347,2033.2,1.66356e+06,1.61932
348,2039.06,1.94178e+06,-1.51888
349,2044.92,3.53478e+06,1.3139
350,2050.78,1.28511e+06,0.359697
351,2056.64,2.3296e+06,-2.65449
352,2062.5,2.3533e+06,-1.68995
353,2068.36,1.804e+06,0.709513
354,2074.22,956851,0.696549
355,2080.08,2.96406e+06,0.226455
356,2085.94,5.03888e+06,-0.937231
357,2091.8,1.23131e+07,-0.712663
358,2097.66,1.88992e+07,-0.217802
359,2103.52,7.55534e+06,0.248891
360,2109.38,2.34306e+06,0.202531
361,2115.23,3.14623e+06,1.79139
362,2121.09,745219,3.8114
363,2126.95,2.17014e+06,0.478029
364,2132.81,1.12094e+06,-2.5191
365,2138.67,2.24146e+06,0.0680232
366,2144.53,1.41296e+06,0.850148
367,2150.39,261503,2.42576
368,2156.25,1.59741e+06,-0.539836
369,2162.11,1.60276e+06,-0.853459
370,2167.97,2.18712e+06,1.73985
371,2173.83,1.91487e+06,-0.548111
372,2179.69,2.14618e+06,0.862069
373,2185.55,1.63141e+06,-1.36661
374,2191.41,1.96275e+06,-0.789067
375,2197.27,2.12377e+06,2.59179
376,2203.12,1.35477e+06,-0.95931
377,2208.98,1.97662e+06,0.263483
378,2214.84,1.79094e+06,-0.764044
379,2220.7,1.08368e+06,1.18313
380,2226.56,1.27029e+06,1.80906
381,2232.42,1.37163e+06,-1.5726
382,2238.28,1.84774e+06,1.21938
383,2244.14,1.49352e+06,1.63874
384,2250,2.57142e+06,1.04516
385,2255.86,2.02352e+06,1.18881
386,2261.72,1.71412e+06,-0.312553
387,2267.58,2.53918e+06,-3.153
388,2273.44,735643,2.07028
389,2279.3,1.22621e+06,-0.039421
390,2285.16,1.23042e+06,2.02595
391,2291.02,1.42562e+06,-2.45842
392,2296.88,505414,3.13012
393,2302.73,1.71114e+06,0.557255
394,2308.59,2.22018e+06,0.563965
395,2314.45,1.45532e+06,1.28447
396,2320.31,1.99746e+06,0.610158
397,2326.17,1.7989e+06,-1.41931
398,2332.03,1.37066e+06,1.30144
399,2337.89,2.15218e+06,-3.82168
400,2343.75,1.09909e+06,-1.44204
401,2349.61,1.68374e+06,1.04263
402,2355.47,1.16021e+06,2.20808
403,2361.33,1.64494e+06,-0.599142
404,2367.19,2.40318e+06,-0.168874
405,2373.05,2.1645e+06,-0.769817
406,2378.91,1.99255e+06,-1.66891
407,2384.77,1.85773e+06,0.742398
408,2390.62,1.69722e+06,3.60411
409,2396.48,957303,-0.152783
410,2402.34,1.74734e+06,-3.47981
411,2408.2,1.25575e+06,1.63393
412,2414.06,517961,0.397374
413,2419.92,1.53077e+06,1.63827
414,2425.78,1.75425e+06,0.727366
415,2431.64,1.58772e+06,0.180251
416,2437.5,2.4673e+06,0.700607
417,2443.36,1.73216e+06,0.689323
418,2449.22,325277,-0.568218
419,2455.08,1.11636e+06,3.52154
420,2460.94,743939,-2.17131
421,2466.8,1.51436e+06,-1.53134
422,2472.66,1.01915e+06,-0.011984
423,2478.52,2.0687e+06,-2.9805
424,2484.38,2.01768e+06,2.76015
425,2490.23,2.09303e+06,-1.00036
426,2496.09,793055,0.588977
427,2501.95,752264,1.19554
428,2507.81,286219,0.969509
429,2513.67,2.58904e+06,1.30283
430,2519.53,2.49895e+06,-1.21596
431,2525.39,1.71569e+06,-1.03396
432,2531.25,1.81475e+06,-1.47186
433,2537.11,1.35102e+06,-0.275226
434,2542.97,1.87952e+06,-0.863826
435,2548.83,1.71647e+06,-0.406966
436,2554.69,2.31193e+06,-3.56222
437,2560.55,1.1986e+06,0.153272
438,2566.41,1.53508e+06,3.33194
439,2572.27,1.47628e+06,-3.8533
440,2578.12,1.17152e+06,-0.641273
441,2583.98,926039,-1.45576
442,2589.84,1.66692e+06,-0.978981
443,2595.7,1.43706e+06,0.166179
444,2601.56,2.84541e+06,3.50612
445,2607.42,1.91869e+06,3.03586
446,2613.28,2.21064e+06,1.46495
447,2619.14,2.86749e+06,3.45343
448,2625,2.85376e+06,1.30322
449,2630.86,7.08467e+06,0.225652
450,2636.72,1.79798e+07,0.528668
451,2642.58,1.88453e+07,0.722986
452,2648.44,6.51253e+06,0.734675
453,2654.3,3.71002e+06,-0.341125
454,2660.16,3.35855e+06,2.81751
455,2666.02,3.07443e+06,1.22713
456,2671.88,2.40647e+06,-2.94813
457,2677.73,3.12023e+06,0.0544158
458,2683.59,2.43922e+06,1.60308
459,2689.45,1.45217e+06,-3.46377
460,2695.31,1.51522e+06,-1.37202
461,2701.17,1.99932e+06,1.15076
462,2707.03,2.32405e+06,1.01417
463,2712.89,663575,-2.46063
464,2718.75,1.06145e+06,2.03474
465,2724.61,1.24616e+06,0.212281
466,2730.47,713334,-1.19245
467,2736.33,854673,-0.106411
468,2742.19,1.85427e+06,-3.35567
469,2748.05,1.97885e+06,-2.71211
470,2753.91,1.49983e+06,0.29178
471,2759.77,708504,1.51968
472,2765.62,1.56775e+06,0.709692
473,2771.48,1.49418e+06,-3.6995
474,2777.34,2.3865e+06,-1.29148
475,2783.2,1.67527e+06,-0.543999
476,2789.06,884813,-3.20811
477,2794.92,1.27692e+06,-1.32105
478,2800.78,596035,2.6535
479,2806.64,1.05592e+06,-0.626491
480,2812.5,1.90917e+06,2.70571
481,2818.36,1.5988e+06,1.235
482,2824.22,981053,-0.974799
483,2830.08,757956,-0.793709
484,2835.94,1.79999e+06,1.7537
485,2841.8,2.05617e+06,2.8238
486,2847.66,1.50595e+06,-0.502213
487,2853.52,1.45342e+06,-4.1531
488,2859.38,951237,-0.387186
489,2865.23,1.46407e+06,-1.07378
490,2871.09,2.23372e+06,1.32826
491,2876.95,1.65335e+06,1.14931
492,2882.81,841014,-1.48588
493,2888.67,1.53872e+06,0.00384405
494,2894.53,1.36847e+06,0.0593166
495,2900.39,1.08789e+06,1.06018
496,2906.25,1.16422e+06,1.01926
497,2912.11,2.10702e+06,0.145778
498,2917.97,2.17032e+06,-2.56279
499,2923.83,2.36821e+06,1.19609
500,2929.69,1.46741e+06,-2.67594
501,2935.55,2.10047e+06,0.97813
502,2941.41,1.6302e+06,1.66622
503,2947.27,1.0267e+06,1.02295
504,2953.12,590590,-0.84659
505,2958.98,1.51492e+06,0.396086
506,2964.84,1.55058e+06,-0.708026
507,2970.7,1.10749e+06,-3.12864
508,2976.56,1.06225e+06,-0.247705
509,2982.42,974466,0.385661
510,2988.28,1.75417e+06,1.89453
511,2994.14,1.53413e+06,1.27207
512,3000,1.71709e+06,0.345837
513,3005.86,818012,1.5707
514,3011.72,1.03614e+06,1.71291
515,3017.58,1.14558e+06,-0.436563
516,3023.44,846248,0.195811
517,3029.3,1.42136e+06,3.73486
518,3035.16,833496,1.78749
519,3041.02,988747,-1.18767
520,3046.88,697775,-0.820568
521,3052.73,1.09552e+06,1.61237
522,3058.59,1.60958e+06,2.09583
523,3064.45,896860,-1.23699
524,3070.31,371728,2.8823
525,3076.17,443228,-1.75191
526,3082.03,1.17227e+06,2.27696
527,3087.89,1.67646e+06,-1.42493
528,3093.75,960017,0.110377
529,3099.61,646007,2.17007
530,3105.47,2.17182e+06,-0.865532
531,3111.33,1.75618e+06,0.0762891
532,3117.19,2.07564e+06,-0.527383
533,3123.05,1.62797e+06,-4.0941
534,3128.91,1.46292e+06,-0.160216
535,3134.77,1.05937e+06,-2.87613
536,3140.62,1.34332e+06,2.04317
537,3146.48,629394,2.98072
538,3152.34,970529,-0.259352
539,3158.2,1.25107e+06,1.39928
540,3164.06,2.21635e+06,-0.29157
541,3169.92,1.64939e+06,-1.69947
542,3175.78,1.01796e+06,1.24168
543,3181.64,803137,1.42801
544,3187.5,932349,1.10361
545,3193.36,1.20756e+06,0.0904267
546,3199.22,558582,3.07661
547,3205.08,1.25303e+06,-1.03874
548,3210.94,1.1995e+06,1.26133
549,3216.8,2.54476e+06,-1.84797
550,3222.66,857785,-0.513716
551,3228.52,1.59607e+06,0.509081
552,3234.38,911649,-0.530814
553,3240.23,1.55701e+06,1.30049
554,3246.09,872484,1.85128
555,3251.95,1.13741e+06,2.19416
556,3257.81,1.13609e+06,-2.24391
557,3263.67,1.10762e+06,1.60577
558,3269.53,1.13694e+06,2.62534
559,3275.39,1.11057e+06,3.89732
560,3281.25,1.09012e+06,-1.83051
561,3287.11,2.30715e+06,0.453543
562,3292.97,1.05745e+06,1.15915
563,3298.83,2.69147e+06,1.81092
564,3304.69,470908,3.25784
565,3310.55,4.27243e+06,1.78269
566,3316.41,1.2223e+06,1.16407
567,3322.27,9.81201e+06,0.163371
568,3328.12,2.80956e+07,-2.45973
569,3333.98,8.49025e+06,0.4879
570,3339.84,2.09781e+06,-3.92393
571,3345.7,3.62242e+06,1.09704
572,3351.56,2.15118e+06,2.48554
573,3357.42,2.00509e+06,0.629117
574,3363.28,556118,2.76239
575,3369.14,1.19637e+06,1.63267
576,3375,514788,-2.74687
577,3380.86,838690,0.980411
578,3386.72,2.31786e+06,-2.26107
579,3392.58,2.36693e+06,0.0376962
580,3398.44,1.56991e+06,3.3998
581,3404.3,1.95557e+06,-0.769637
582,3410.16,1.94456e+06,0.414184
583,3416.02,1.53735e+06,1.23336
584,3421.88,1.13086e+06,0.750714
585,3427.73,1.23112e+06,0.811637
586,3433.59,1.62981e+06,0.234678
587,3439.45,1.5847e+06,-0.169852
588,3445.31,1.14148e+06,2.26703
589,3451.17,2.08783e+06,1.57254
590,3457.03,2.77936e+06,-2.88671
591,3462.89,866506,-1.37822
592,3468.75,1.14064e+06,0.564651
593,3474.61,958712,-0.0393522
594,3480.47,1.6061e+06,-0.539993
595,3486.33,2.72608e+06,0.955837
596,3492.19,1.92515e+06,0.66968
597,3498.05,743721,-0.278913
598,3503.91,1.32459e+06,-4.07549
599,3509.77,1.1594e+06,0.247477
600,3515.62,742759,-0.0818303
601,3521.48,1.65089e+06,0.733675
602,3527.34,985916,0.472572
603,3533.2,970466,-0.733459
604,3539.06,504659,-0.547691
605,3544.92,1.80473e+06,-1.08677
606,3550.78,2.39945e+06,3.20686
607,3556.64,1.50149e+06,-1.5974
608,3562.5,2.20719e+06,-1.91313
609,3568.36,676554,-0.459115
610,3574.22,1.50256e+06,-2.99403
611,3580.08,1.78215e+06,1.35257
612,3585.94,1.61133e+06,-1.4169
613,3591.8,1.13958e+06,0.654808
614,3597.66,1.56655e+06,-1.75562
615,3603.52,1.1952e+06,-2.44893
616,3609.38,1.37314e+06,-2.90215
617,3615.23,1.61482e+06,-0.0415567
618,3621.09,1.26517e+06,2.08329
619,3626.95,932607,4.31397
620,3632.81,762818,0.904887
621,3638.67,1.52613e+06,-1.34042
622,3644.53,938800,0.130854
623,3650.39,1.06363e+06,0.657446
624,3656.25,1.66392e+06,-3.25356
625,3662.11,1.24638e+06,1.48411
626,3667.97,846497,2.84525
627,3673.83,359758,-0.136536
628,3679.69,837641,1.37161
629,3685.55,1.78259e+06,3.87158
630,3691.41,2.21437e+06,1.056
631,3697.27,1.06067e+06,-3.34805
632,3703.12,1.23704e+06,-1.80576
633,3708.98,1.35149e+06,0.495323
634,3714.84,1.49038e+06,-0.938484
635,3720.7,1.59193e+06,-4.40225
636,3726.56,1.14372e+06,0.110891
637,3732.42,901785,-2.27587
638,3738.28,1.45958e+06,0.90391
639,3744.14,2.42983e+06,3.62583
640,3750,1.22404e+06,0.238009
641,3755.86,780113,-1.05446
642,3761.72,440812,-1.25184
643,3767.58,1.40504e+06,-2.83513
644,3773.44,1.4405e+06,-0.0515352
645,3779.3,1.15428e+06,1.91521
646,3785.16,790143,1.48097
647,3791.02,681076,-2.34681
648,3796.88,573606,1.4024
649,3802.73,617439,-4.05403
650,3808.59,1.98401e+06,1.15477
651,3814.45,1.26608e+06,0.374021
652,3820.31,2.05399e+06,-2.70172
653,3826.17,1.87034e+06,1.06564
654,3832.03,932902,-0.659085
655,3837.89,529835,1.72621
656,3843.75,1.01034e+06,1.81127
657,3849.61,1.71752e+06,-0.760033
658,3855.47,1.19921e+06,-0.656528
659,3861.33,630089,3.60736
660,3867.19,620099,1.07012
661,3873.05,529181,-0.0034479
662,3878.91,944496,0.371828
663,3884.77,822103,0.375907
664,3890.62,823681,0.306176
665,3896.48,1.44655e+06,-1.4782
666,3902.34,1.6867e+06,0.071498
667,3908.2,1.77933e+06,1.61872
668,3914.06,721234,0.403784
669,3919.92,1.32967e+06,-2.58419
670,3925.78,2.17492e+06,-2.03746
671,3931.64,1.66913e+06,-0.146537
672,3937.5,569244,-2.22347
673,3943.36,425464,1.25325
674,3949.22,805911,1.38774
675,3955.08,782803,0.154419
676,3960.94,895873,3.05023
677,3966.8,1.24856e+06,-2.46145
678,3972.66,1.11575e+06,2.68378
679,3978.52,893464,-0.0922905
680,3984.38,633889,1.70534
681,3990.23,315077,-1.81372
682,3996.09,292049,-3.4672
683,4001.95,786191,-0.471674
684,4007.81,1.29139e+06,-1.18346
685,4013.67,711872,1.54523
686,4019.53,1.43117e+06,1.26224
687,4025.39,2.27806e+06,-3.09366
688,4031.25,1.22603e+06,-2.65133
689,4037.11,1.92308e+06,-0.163663
690,4042.97,1.79597e+06,1.46852
691,4048.83,1.19169e+06,1.11619
692,4054.69,1.07362e+06,0.561872
693,4060.55,1.80334e+06,-1.32538
694,4066.41,990810,-1.13737
695,4072.27,2.13366e+06,2.82556
696,4078.12,841450,0.172099
697,4083.98,328694,1.10836
698,4089.84,1.05719e+06,0.923825
699,4095.7,1.34599e+06,-3.22065
700,4101.56,638854,0.260857
701,4107.42,802204,-1.99407
702,4113.28,950615,1.15246
703,4119.14,1.08186e+06,-2.24018
704,4125,1.47764e+06,-0.276682
705,4130.86,1.24598e+06,2.32387
706,4136.72,1.20909e+06,0.500803
707,4142.58,1.67759e+06,1.73797
708,4148.44,1.71651e+06,0.163568
709,4154.3,933705,-1.19305
710,4160.16,3.71389e+06,1.64002
711,4166.02,2.48071e+06,1.8826
712,4171.88,3.66871e+06,1.18276
713,4177.73,4.77006e+06,1.72567
714,4183.59,8.87977e+06,1.10326
715,4189.45,2.3444e+07,1.22445
716,4195.31,1.98471e+07,1.35648
717,4201.17,5.47095e+06,1.38941
718,4207.03,5.87069e+06,1.47919
719,4212.89,2.8409e+06,0.936009
720,4218.75,3.51711e+06,-1.38534
721,4224.61,3.19209e+06,2.58481
722,4230.47,2.87847e+06,1.91591
723,4236.33,1.57197e+06,1.52852
724,4242.19,1.9627e+06,3.14881
725,4248.05,1.32053e+06,-2.33458
726,4253.91,1.55693e+06,1.77545
727,4259.77,1.81281e+06,0.0777996
728,4265.62,1.49065e+06,0.0569119
729,4271.48,1.02458e+06,2.81613
