Id,Frequency,Amplitude,Argument
317,1857.42,1.69448e+06,-1.73923
318,1863.28,1.68248e+06,0.0319112
319,1869.14,1.53903e+06,-0.0288142
320,1875,2.43123e+06,-2.58239
321,1880.86,1.94755e+06,-0.0695552
322,1886.72,1.01094e+06,4.2968
323,1892.58,1.88465e+06,2.28213
324,1898.44,1.53012e+06,-0.123009
325,1904.3,1.032e+06,3.61707
326,1910.16,843092,0.300972
327,1916.02,922857,1.2286
328,1921.88,2.65526e+06,-2.21339
329,1927.73,790903,1.67089
330,1933.59,869901,0.484333
331,1939.45,757664,2.2877
332,1945.31,1.34019e+06,0.515599
333,1951.17,2.33049e+06,1.39719
334,1957.03,802669,-2.894
335,1962.89,1.4378e+06,-1.07463
336,1968.75,2.0313e+06,-2.26698
337,1974.61,1.98782e+06,0.391526
338,1980.47,1.05837e+06,2.07335
339,1986.33,656293,-1.4961
340,1992.19,1.84607e+06,-0.750007
341,1998.05,2.69564e+06,-0.21331
342,2003.91,2.85425e+06,-1.0845
343,2009.77,2.33754e+06,-0.485975
344,2015.62,1.57577e+06,2.01252
345,2021.48,2.52095e+06,-0.797448
346,2027.34,2.04171e+06,2.8047
347,2033.2,2.51489e+06,-0.433754
348,2039.06,1.89015e+06,0.0799306
349,2044.92,3.4993e+06,-1.19613
350,2050.78,2.37428e+06,-2.41925
351,2056.64,2.6473e+06,-0.137099
352,2062.5,2.58795e+06,2.48312
353,2068.36,2.92831e+06,-0.932882
354,2074.22,251417,2.42915
355,2080.08,3.55438e+06,-0.934006
356,2085.94,6.02844e+06,0.863338
357,2091.8,1.50057e+07,-1.69209
358,2097.66,2.55164e+07,1.73627
359,2103.52,1.01238e+07,-1.49849
360,2109.38,1.96374e+06,1.60124
361,2115.23,4.13428e+06,1.11146
362,2121.09,955535,-2.13614
363,2126.95,3.292e+06,2.07809
364,2132.81,1.80657e+06,-0.44411
365,2138.67,2.35389e+06,-3.37755
366,2144.53,1.8662e+06,0.528993
367,2150.39,1.43545e+06,-0.289994
368,2156.25,1.89506e+06,3.16916
369,2162.11,1.76988e+06,-1.40195
370,2167.97,991692,2.53018
371,2173.83,1.07259e+06,1.20174
372,2179.69,2.80356e+06,2.95148
373,2185.55,2.19585e+06,-1.44428
374,2191.41,2.17609e+06,-0.359423
375,2197.27,2.38525e+06,-3.44725
376,2203.12,1.59993e+06,1.45987
377,2208.98,3.12978e+06,1.17159
378,2214.84,2.26996e+06,-2.03035
379,2220.7,1.94616e+06,-2.18489
380,2226.56,1.32245e+06,-0.767207
381,2232.42,1.56297e+06,-2.79041
382,2238.28,1.42899e+06,-3.91741
383,2244.14,1.54088e+06,-3.30085
384,2250,2.57664e+06,-2.35065
385,2255.86,3.2103e+06,1.809
386,2261.72,2.48756e+06,2.39941
387,2267.58,2.90153e+06,-1.10008
388,2273.44,794893,-2.1913
389,2279.3,1.29274e+06,0.525634
390,2285.16,2.04305e+06,-1.21109
391,2291.02,1.92476e+06,0.851053
392,2296.88,826247,0.989101
393,2302.73,2.49906e+06,-1.82628
394,2308.59,3.38178e+06,-2.35909
395,2314.45,1.33075e+06,-0.628443
396,2320.31,1.84734e+06,3.19627
397,2326.17,1.60124e+06,-1.80365
398,2332.03,1.3048e+06,-0.400202
399,2337.89,2.02929e+06,-1.95583
400,2343.75,1.50931e+06,-0.40586
401,2349.61,1.30655e+06,0.331312
402,2355.47,644978,-2.21094
403,2361.33,1.01642e+06,-0.030582
404,2367.19,1.15806e+06,-0.9208
405,2373.05,1.17353e+06,0.449476
406,2378.91,1.67632e+06,1.64771
407,2384.77,2.0659e+06,0.153703
408,2390.62,1.71683e+06,0.251985
409,2396.48,1.65019e+06,-1.73075
410,2402.34,977834,-0.726414
411,2408.2,1.37095e+06,2.36114
412,2414.06,689654,-2.70276
413,2419.92,1.96842e+06,0.740512
414,2425.78,2.16098e+06,-1.64737
415,2431.64,1.50562e+06,2.41313
416,2437.5,2.06889e+06,-4.05876
417,2443.36,1.2656e+06,0.98514
418,2449.22,1.23425e+06,-2.1356
419,2455.08,1.40404e+06,-3.89518
420,2460.94,1.24037e+06,-0.950842
421,2466.8,1.1065e+06,2.18016
422,2472.66,919168,3.73157
423,2478.52,2.08637e+06,1.23627
424,2484.38,2.23573e+06,-3.46434
425,2490.23,2.46466e+06,1.5594
426,2496.09,1.04996e+06,-1.54349
427,2501.95,1.59117e+06,-2.06791
428,2507.81,1.40481e+06,-0.867468
429,2513.67,2.1145e+06,-0.267049
430,2519.53,2.5576e+06,-0.723099
431,2525.39,951751,-0.678537
432,2531.25,1.71085e+06,1.27616
433,2537.11,1.03961e+06,-2.86648
434,2542.97,2.13206e+06,2.52979
435,2548.83,2.26097e+06,0.858337
436,2554.69,3.01983e+06,0.63004
437,2560.55,1.65438e+06,0.750948
438,2566.41,1.60517e+06,-2.24146
439,2572.27,1.49835e+06,1.24721
440,2578.12,1.8611e+06,-1.01628
441,2583.98,969699,0.422542
442,2589.84,1.19884e+06,0.647289
443,2595.7,1.25327e+06,3.03518
444,2601.56,2.74672e+06,-2.4258
445,2607.42,2.24341e+06,1.1712
446,2613.28,2.97908e+06,-0.0729165
447,2619.14,2.88524e+06,-1.03058
448,2625,3.65065e+06,0.310947
449,2630.86,6.89139e+06,-1.01719
450,2636.72,1.90677e+07,-0.646071
451,2642.58,2.07276e+07,-0.455721
452,2648.44,6.54122e+06,-0.486669
453,2654.3,3.78165e+06,-1.09171
454,2660.16,3.01735e+06,-2.50771
455,2666.02,2.97854e+06,-0.826791
456,2671.88,2.76734e+06,-0.114964
457,2677.73,3.50325e+06,2.27461
458,2683.59,1.88428e+06,-1.84528
459,2689.45,2.97322e+06,0.89745
460,2695.31,2.30408e+06,-1.52818
461,2701.17,1.81752e+06,-4.40339
462,2707.03,2.38913e+06,-0.922595
463,2712.89,1.06758e+06,3.03038
464,2718.75,622409,-2.05471
465,2724.61,454439,1.0821
466,2730.47,718455,-2.90593
467,2736.33,992354,1.00153
468,2742.19,1.08371e+06,0.0124412
469,2748.05,1.61287e+06,0.348001
470,2753.91,1.23707e+06,2.02413
471,2759.77,1.99483e+06,-0.68321
472,2765.62,2.45402e+06,-3.47198
473,2771.48,1.55565e+06,0.0148438
474,2777.34,1.40926e+06,0.71651
475,2783.2,1.43711e+06,3.98518
476,2789.06,1.2451e+06,0.076346
477,2794.92,667843,1.50379
478,2800.78,1.52302e+06,0.546369
479,2806.64,1.99984e+06,1.78687
480,2812.5,826526,-0.079383
481,2818.36,1.76962e+06,-1.29912
482,2824.22,1.2841e+06,-0.614655
483,2830.08,1.35172e+06,0.569482
484,2835.94,1.40635e+06,1.69011
485,2841.8,2.46094e+06,-3.39188
486,2847.66,1.60145e+06,2.4315
487,2853.52,1.61166e+06,-0.790545
488,2859.38,855482,0.667047
489,2865.23,1.57846e+06,-1.05362
490,2871.09,1.73487e+06,-0.682114
491,2876.95,678356,0.718104
492,2882.81,1.94689e+06,2.11807
493,2888.67,1.94185e+06,-0.242481
494,2894.53,735915,-0.709455
495,2900.39,823086,2.01506
496,2906.25,403932,2.4975
497,2912.11,894792,0.0236854
498,2917.97,2.75242e+06,0.124402
499,2923.83,2.89534e+06,-0.204347
500,2929.69,1.39133e+06,1.38995
501,2935.55,1.67872e+06,0.446481
502,2941.41,1.75631e+06,-2.90692
503,2947.27,1.26087e+06,-0.118932
504,2953.12,1.25287e+06,-0.404132
505,2958.98,1.73952e+06,-1.51552
506,2964.84,1.61762e+06,0.142898
507,2970.7,2.36819e+06,1.27409
508,2976.56,1.78102e+06,1.15606
509,2982.42,1.41986e+06,-3.25987
510,2988.28,1.58095e+06,-1.30058
511,2994.14,1.43921e+06,1.67915
512,3000,1.44163e+06,0.0994827
513,3005.86,364799,-0.00049374
514,3011.72,1.12757e+06,2.0459
515,3017.58,1.24446e+06,0.31948
516,3023.44,1.12931e+06,1.60746
517,3029.3,2.33612e+06,-2.7421
518,3035.16,1.45875e+06,1.16023
519,3041.02,1.03936e+06,-1.18186
520,3046.88,857888,-0.511019
521,3052.73,1.25543e+06,2.26466
522,3058.59,1.71127e+06,-2.88225
523,3064.45,1.52846e+06,-0.867137
524,3070.31,1.34181e+06,0.986026
525,3076.17,1.36885e+06,-1.74546
526,3082.03,2.06422e+06,1.15675
527,3087.89,1.47549e+06,-3.23945
528,3093.75,1.28102e+06,0.359036
529,3099.61,818496,0.305805
530,3105.47,801294,-1.87042
531,3111.33,1.8077e+06,-1.30079
532,3117.19,1.5356e+06,-0.773179
533,3123.05,916741,-2.57081
534,3128.91,2.14377e+06,2.33966
535,3134.77,1.04589e+06,-0.387608
536,3140.62,915249,-0.722347
537,3146.48,277462,-0.666105
538,3152.34,798655,1.45648
539,3158.2,1.5909e+06,-1.52658
540,3164.06,1.40832e+06,2.18385
541,3169.92,1.40483e+06,0.083409
542,3175.78,575387,0.0742632
543,3181.64,674555,-3.182
544,3187.5,796825,1.57767
545,3193.36,752155,-1.08911
546,3199.22,1.2939e+06,-1.04246
547,3205.08,1.44488e+06,-0.410949
548,3210.94,458241,1.91358
549,3216.8,1.56739e+06,3.01454
550,3222.66,1.12182e+06,-0.62315
551,3228.52,1.21245e+06,-1.38006
552,3234.38,641847,2.66383
553,3240.23,1.69094e+06,-1.90785
554,3246.09,1.51017e+06,1.67615
555,3251.95,986151,1.17041
556,3257.81,1.11189e+06,1.58858
557,3263.67,1.55967e+06,-3.42098
558,3269.53,1.00534e+06,-3.46
559,3275.39,1.94747e+06,-1.1418
560,3281.25,1.06709e+06,-1.15888
561,3287.11,1.98434e+06,-0.109177
562,3292.97,1.45676e+06,-3.35194
563,3298.83,2.17692e+06,-0.375891
564,3304.69,1.302e+06,-0.72217
565,3310.55,3.24572e+06,-0.572578
566,3316.41,473413,1.71521
567,3322.27,7.71215e+06,-2.65862
568,3328.12,2.20033e+07,2.45458
569,3333.98,6.7726e+06,0.0715375
570,3339.84,2.30551e+06,-1.38817
571,3345.7,3.12874e+06,-2.22278
572,3351.56,2.02502e+06,-4.00367
573,3357.42,2.34865e+06,-0.980385
574,3363.28,1.0008e+06,0.602407
575,3369.14,749081,1.65983
576,3375,1.07935e+06,2.19173
577,3380.86,1.11551e+06,-1.37088
578,3386.72,1.25919e+06,1.06981
579,3392.58,1.06926e+06,-0.908279
580,3398.44,2.04007e+06,-3.33744
581,3404.3,2.22196e+06,0.720498
582,3410.16,1.69664e+06,-2.02538
583,3416.02,1.54491e+06,-0.373136
584,3421.88,816515,-2.83413
585,3427.73,673579,-0.513669
586,3433.59,1.24516e+06,-0.158632
587,3439.45,630143,1.48303
588,3445.31,2.09316e+06,2.5624
589,3451.17,2.20454e+06,-0.0787897
590,3457.03,1.44179e+06,2.70768
591,3462.89,529686,-0.281548
592,3468.75,1.27424e+06,-1.28308
593,3474.61,1.36441e+06,-1.50374
594,3480.47,1.07275e+06,2.2214
595,3486.33,1.29969e+06,0.232525
596,3492.19,523797,0.815363
597,3498.05,397645,-0.87364
598,3503.91,678660,-2.24923
599,3509.77,1.18699e+06,0.0425824
600,3515.62,745769,-0.842118
601,3521.48,1.65363e+06,-0.27348
602,3527.34,1.01052e+06,0.22893
603,3533.2,537308,2.386
604,3539.06,508820,1.58568
605,3544.92,1.19028e+06,0.34371
606,3550.78,1.13139e+06,2.0368
607,3556.64,970049,-3.49724
608,3562.5,1.60109e+06,0.638607
609,3568.36,1.2017e+06,1.16376
610,3574.22,1.85349e+06,0.150322
611,3580.08,1.81386e+06,2.0174
612,3585.94,1.14288e+06,-0.822305
613,3591.8,374174,1.5806
614,3597.66,461451,-0.814729
615,3603.52,600173,1.09034
616,3609.38,1.32916e+06,0.814303
617,3615.23,1.72241e+06,-3.73459
618,3621.09,1.60669e+06,1.31207
619,3626.95,1.4061e+06,0.775058
620,3632.81,1.12372e+06,-1.18426
621,3638.67,618479,-4.05134
622,3644.53,931480,1.24614
623,3650.39,922964,-2.65962
624,3656.25,970900,-2.44258
625,3662.11,1.46148e+06,-1.53154
626,3667.97,1.03581e+06,2.81704
627,3673.83,849053,-1.99889
628,3679.69,1.47313e+06,0.541172
629,3685.55,1.55283e+06,-1.85546
630,3691.41,1.70595e+06,1.69613
631,3697.27,828784,0.0878278
632,3703.12,1.1935e+06,2.01787
633,3708.98,940411,-2.33367
634,3714.84,987585,1.5141
635,3720.7,1.09743e+06,-3.57612
636,3726.56,1.15398e+06,-0.386554
637,3732.42,908943,0.99988
638,3738.28,502157,-1.46213
639,3744.14,601637,-1.05578
640,3750,1.14539e+06,-0.750827
641,3755.86,1.75802e+06,-0.280093
642,3761.72,822849,-0.811209
643,3767.58,994410,3.86814
644,3773.44,1.35828e+06,-0.909464
645,3779.3,2.13693e+06,3.89634
646,3785.16,1.06071e+06,-1.26654
647,3791.02,1.66026e+06,-0.537126
648,3796.88,1.57343e+06,2.10095
649,3802.73,1.02559e+06,-1.17042
650,3808.59,1.39583e+06,3.85959
651,3814.45,1.25227e+06,-0.781254
652,3820.31,842445,-1.20181
653,3826.17,1.26202e+06,3.26758
654,3832.03,1.02445e+06,-3.4946
655,3837.89,949332,-1.5785
656,3843.75,537974,-2.03123
657,3849.61,689148,1.66938
658,3855.47,563061,-1.2621
659,3861.33,433519,-0.451332
660,3867.19,437558,-1.9616
661,3873.05,1.14513e+06,0.55139
662,3878.91,428663,3.33843
663,3884.77,866444,1.07926
664,3890.62,732728,-2.0583
665,3896.48,774347,0.527435
666,3902.34,1.88858e+06,0.144254
667,3908.2,1.17601e+06,-0.681695
668,3914.06,537756,-0.622589
669,3919.92,1.07546e+06,1.31168
670,3925.78,1.36996e+06,0.566995
671,3931.64,715481,-3.3713
672,3937.5,343453,0.742028
673,3943.36,782395,-1.20565
674,3949.22,623049,-2.14715
675,3955.08,1.03263e+06,0.713478
676,3960.94,416516,0.776958
677,3966.8,1.18766e+06,-0.885644
678,3972.66,1.94723e+06,-1.2541
679,3978.52,610492,0.339084
680,3984.38,753305,-1.22871
681,3990.23,1.06691e+06,-0.212716
682,3996.09,1.10777e+06,-0.555848
683,4001.95,849254,-1.59285
684,4007.81,566323,3.72643
685,4013.67,719341,-0.268766
686,4019.53,840312,2.79611
687,4025.39,2.3609e+06,-0.849878
688,4031.25,1.58412e+06,2.61816
689,4037.11,662389,3.12528
690,4042.97,879765,0.899468
691,4048.83,560446,-0.669193
692,4054.69,690657,1.52213
693,4060.55,1.21768e+06,2.93441
694,4066.41,1.32515e+06,3.64232
695,4072.27,2.04011e+06,-2.35664
696,4078.12,1.00755e+06,0.193967
697,4083.98,1.17279e+06,2.97388
698,4089.84,1.10037e+06,2.43908
699,4095.7,746732,-0.892847
700,4101.56,1.22087e+06,0.93772
701,4107.42,1.06853e+06,-0.970589
702,4113.28,1.32855e+06,-1.24616
703,4119.14,1.88556e+06,2.08644
704,4125,1.78135e+06,-2.07679
705,4130.86,2.07711e+06,-0.305276
706,4136.72,1.19001e+06,-0.929521
707,4142.58,2.5079e+06,-0.905926
708,4148.44,831862,-0.549006
709,4154.3,783367,1.22988
710,4160.16,2.11348e+06,-2.06817
711,4166.02,1.52887e+06,-1.56878
712,4171.88,2.48045e+06,0.148308
713,4177.73,2.6945e+06,-3.43261
714,4183.59,6.37246e+06,-0.155963
715,4189.45,1.45132e+07,-0.143468
716,4195.31,1.31737e+07,-0.0419446
717,4201.17,3.86016e+06,-0.00164334
718,4207.03,3.77752e+06,-0.24115
719,4212.89,2.18251e+06,-0.420781
720,4218.75,1.47136e+06,-0.020344
721,4224.61,1.96515e+06,-3.80988
722,4230.47,1.27531e+06,-2.59665
723,4236.33,1.52933e+06,3.1439
724,4242.19,1.91957e+06,-1.17884
725,4248.05,1.37578e+06,-0.831881
726,4253.91,642018,-0.636624
727,4259.77,943761,1.91964
728,4265.62,467474,3.76632
729,4271.48,887658,-2.53567
730,4277.34,1.41855e+06,3.60927
731,4283.2,1.1067e+06,1.45214
732,4289.06,933889,-1.9582
733,4294.92,794851,0.0646191
734,4300.78,2.21136e+06,-4.12595
735,4306.64,1.21178e+06,0.905161
736,4312.5,1.17335e+06,0.730126
737,4318.36,1.61253e+06,0.414425
738,4324.22,587061,-2.76188
739,4330.08,302553,-3.66819
740,4335.94,632242,-0.630859
741,4341.8,992684,0.923855
742,4347.66,776308,-1.44655
743,4353.52,817753,-2.16887
744,4359.38,1.35077e+06,0.0354576
