Id,Frequency,Amplitude,Argument
52,304.688,1.1334e+06,2.69609
53,310.547,3.64509e+06,1.10322
54,316.406,1.43336e+06,-0.60593
55,322.266,9.00967e+06,0.384669
56,328.125,2.35118e+07,-2.44221
57,333.984,1.65509e+07,0.911552
58,339.844,5.58586e+06,-2.59071
59,345.703,4.62385e+06,0.744952
60,351.562,3.99713e+06,0.517948
61,357.422,1.82514e+06,-0.134015
62,363.281,1.39152e+06,-0.426347
63,369.141,3.21874e+06,0.36125
64,375,3.4954e+06,3.25058
65,380.859,3.83094e+06,-2.75885
66,386.719,4.22027e+06,1.67515
67,392.578,1.68897e+06,-1.39115
68,398.438,3.15395e+06,-0.151276
69,404.297,1.066e+06,0.777064
70,410.156,8.56785e+06,-1.96769
71,416.016,2.54085e+07,3.7383
72,421.875,9.38462e+06,-0.0711321
73,427.734,2.04975e+06,-1.3234
74,433.594,3.78754e+06,-1.56886
75,439.453,961356,1.32132
76,445.312,3.35399e+06,-2.41687
77,451.172,1.73861e+06,2.80398
78,457.031,2.04292e+06,-2.8922
79,462.891,2.06001e+06,-0.708867
80,468.75,2.2747e+06,-0.656972
81,474.609,1.52318e+06,-1.70904
82,480.469,2.70345e+06,-3.09311
83,486.328,2.44665e+06,1.263
84,492.188,3.55884e+06,-0.0399032
85,498.047,3.40239e+06,-0.0450009
86,503.906,3.7931e+06,-1.6965
87,509.766,5.35538e+06,-1.03686
88,515.625,6.46824e+06,-1.50257
89,521.484,2.16727e+07,-1.58083
90,527.344,1.77442e+07,-1.78114
91,533.203,4.13199e+06,-1.53903
92,539.062,7.08447e+06,0.565183
93,544.922,5.00065e+06,-2.82228
94,550.781,2.81292e+06,-2.23567
95,556.641,2.06292e+06,0.548057
96,562.5,1.9128e+06,1.97934
97,568.359,1.13735e+06,-0.851762
98,574.219,4.07495e+06,-1.42023
99,580.078,3.94497e+06,-1.84016
100,585.938,2.36875e+06,0.655648
101,591.797,825851,0.469626
102,597.656,2.58193e+06,2.23001
103,603.516,1.79702e+06,0.234504
104,609.375,2.84004e+06,0.348877
105,615.234,2.87077e+06,0.162471
106,621.094,1.29753e+06,-2.2369
107,626.953,2.47342e+06,-1.3823
108,632.812,2.82991e+06,-0.331746
109,638.672,4.05366e+06,1.38448
110,644.531,4.97591e+06,0.191913
111,650.391,2.88411e+06,0.661505
112,656.25,1.51544e+07,0.115452
113,662.109,2.13908e+07,0.0520137
114,667.969,7.72428e+06,0.0493361
115,673.828,3.65436e+06,0.0309823
116,679.688,3.20147e+06,1.12657
117,685.547,3.50034e+06,-1.71164
118,691.406,3.79147e+06,-0.901525
119,697.266,1.64294e+06,-1.76132
120,703.125,1.78014e+06,-0.305541
121,708.984,1.42747e+06,-0.932495
122,714.844,2.30636e+06,-0.90799
123,720.703,2.70102e+06,-0.484903
124,726.562,990532,-0.450033
125,732.422,1.15683e+06,-0.0586771
126,738.281,971583,-0.991794
127,744.141,1.89242e+06,0.431535
128,750,1.32396e+06,1.17468
129,755.859,1.01211e+06,2.23818
130,761.719,2.50407e+06,-3.48439
131,767.578,2.02303e+06,0.208026
132,773.438,2.13222e+06,2.94171
133,779.297,2.67082e+06,-1.61849
134,785.156,955187,-1.49915
135,791.016,1.88043e+06,-0.420869
136,796.875,780993,2.65082
137,802.734,2.70321e+06,-0.052662
138,808.594,1.67324e+06,0.212398
139,814.453,4.01931e+06,-0.520618
140,820.312,1.83102e+06,0.267523
141,826.172,7.07503e+06,-0.755217
142,832.031,2.02646e+07,2.98667
143,837.891,6.96022e+06,-1.75631
144,843.75,987994,0.00255817
145,849.609,2.47095e+06,-2.23299
146,855.469,1.4269e+06,-2.43416
147,861.328,2.45433e+06,0.181463
148,867.188,4.33046e+06,3.42177
149,873.047,2.41311e+06,-1.5905
150,878.906,3.01113e+06,2.84572
151,884.766,2.57599e+06,3.54866
152,890.625,3.1503e+06,-1.44356
153,896.484,2.32985e+06,0.403784
154,902.344,1.6386e+06,-2.14045
155,908.203,2.29895e+06,2.89695
156,914.062,2.54375e+06,0.180574
157,919.922,2.40691e+06,1.06551
158,925.781,972568,-1.1565
159,931.641,2.18189e+06,-1.53509
160,937.5,2.04948e+06,-4.43489
161,943.359,3.22783e+06,1.77974
162,949.219,2.89198e+06,0.216925
163,955.078,2.39141e+06,-1.29983
164,960.938,1.92778e+06,-0.0473726
165,966.797,1.25774e+06,1.0009
166,972.656,2.48129e+06,-0.0544297
167,978.516,1.24968e+06,0.584331
168,984.375,1.47785e+06,-2.82871
169,990.234,1.46232e+06,-0.241688
170,996.094,3.04929e+06,2.44079
171,1001.95,2.07581e+06,0.278824
172,1007.81,2.527e+06,-3.44828
173,1013.67,1.06382e+06,-1.71904
174,1019.53,3.50866e+06,-0.0586981
175,1025.39,1.47409e+06,-2.90463
176,1031.25,2.68414e+06,-1.95435
177,1037.11,1.73373e+06,1.60938
178,1042.97,9.12387e+06,-2.48464
179,1048.83,1.86689e+07,1.00883
180,1054.69,5.78807e+06,-1.32936
181,1060.55,1.55262e+06,0.310466
182,1066.41,2.65245e+06,-1.58765
183,1072.27,2.17711e+06,-1.76586
184,1078.12,2.41876e+06,4.30376
185,1083.98,1.5821e+06,0.405978
186,1089.84,1.65525e+06,-4.02388
187,1095.7,1.19414e+06,-0.192082
188,1101.56,2.05846e+06,-1.53529
189,1107.42,1.30913e+06,-0.237787
190,1113.28,2.51721e+06,0.780001
191,1119.14,3.55319e+06,-1.3806
192,1125,1.57829e+06,2.77607
193,1130.86,1.34768e+06,0.453893
194,1136.72,1.62736e+06,1.31853
195,1142.58,1.57903e+06,0.68215
196,1148.44,1.08137e+06,-0.999103
197,1154.3,1.62093e+06,1.74523
198,1160.16,2.64806e+06,1.3303
199,1166.02,1.191e+06,-2.83809
200,1171.88,655785,-0.554495
201,1177.73,868425,-1.126
202,1183.59,1.12846e+06,-1.78858
203,1189.45,2.37677e+06,3.0978
204,1195.31,944078,1.00647
205,1201.17,783968,-1.2648
206,1207.03,1.54068e+06,0.26018
207,1212.89,1.54479e+06,1.58871
208,1218.75,889684,-0.0962224
209,1224.61,999749,2.7046
210,1230.47,1.9635e+06,-0.53544
211,1236.33,1.65031e+06,2.41646
212,1242.19,1.65579e+06,-4.32035
213,1248.05,1.1497e+06,1.22826
214,1253.91,905667,-0.00817767
215,1259.77,330169,-1.22178
216,1265.62,1.17248e+06,-0.0628309
217,1271.48,1.50309e+06,-1.25481
218,1277.34,1.15816e+06,0.780791
219,1283.2,1.09356e+06,-0.0961356
220,1289.06,1.30333e+06,-1.13057
221,1294.92,1.91213e+06,0.0470391
222,1300.78,3.31059e+06,2.1915
223,1306.64,4.07387e+06,-3.33685
224,1312.5,4.69451e+06,1.17539
225,1318.36,1.21476e+07,1.44145
226,1324.22,8.68099e+06,-1.5588
227,1330.08,3.04177e+06,-0.563833
228,1335.94,1.80275e+06,-1.77916
229,1341.8,1.22833e+06,1.16937
230,1347.66,1.27044e+06,0.0444697
231,1353.52,2.43715e+06,1.82734
232,1359.38,3.5025e+06,-1.1246
233,1365.23,2.21104e+06,-0.477244
234,1371.09,1.74773e+06,0.654002
235,1376.95,1.32784e+06,0.559885
236,1382.81,1.32911e+06,1.82616
237,1388.67,2.69944e+06,1.85913
238,1394.53,2.53664e+06,-3.90991
239,1400.39,1.66879e+06,-0.724849
240,1406.25,584701,0.413869
241,1412.11,669203,0.461433
242,1417.97,1.435e+06,1.4203
243,1423.83,1.64914e+06,0.446055
244,1429.69,1.26253e+06,-3.83368
245,1435.55,1.14794e+06,0.187635
246,1441.41,945684,-0.0605576
247,1447.27,802359,-1.49188
248,1453.12,589680,1.74389
249,1458.98,620066,-2.0002
250,1464.84,1.11793e+06,-0.682092
251,1470.7,1.51543e+06,1.7101
252,1476.56,1.57771e+06,-0.310022
253,1482.42,1.23683e+06,-1.50016
254,1488.28,922469,-1.65367
255,1494.14,1.30969e+06,0.98163
256,1500,2.02806e+06,-0.223568
257,1505.86,1.89769e+06,0.534346
258,1511.72,627959,1.28371
259,1517.58,1.78593e+06,-3.28681
260,1523.44,1.72034e+06,-0.457783
261,1529.3,1.20779e+06,0.109078
262,1535.16,1.01803e+06,-0.276224
263,1541.02,1.80107e+06,-1.43939
264,1546.88,1.10204e+06,1.48893
265,1552.73,665209,-1.88793
266,1558.59,426487,-3.29199
267,1564.45,1.03029e+06,-0.264501
268,1570.31,2.14286e+06,-0.18432
269,1576.17,1.87316e+06,-3.73096
270,1582.03,880019,-0.819279
271,1587.89,2.03327e+06,-0.438936
272,1593.75,2.24204e+06,2.51784
273,1599.61,1.29077e+06,-1.44519
274,1605.47,2.54106e+06,1.99056
275,1611.33,3.42636e+06,1.65089
276,1617.19,2.15713e+06,-1.63633
277,1623.05,1.38097e+06,-0.321425
278,1628.91,873356,1.57543
279,1634.77,734604,-0.0211927
280,1640.62,921315,2.10675
281,1646.48,1.57551e+06,-2.2618
282,1652.34,1.1183e+06,0.515144
283,1658.2,2.88392e+06,-2.4544
284,1664.06,6.82576e+06,1.19546
285,1669.92,2.73639e+06,-1.59066
286,1675.78,1.63559e+06,1.54468
287,1681.64,1.49308e+06,0.857426
288,1687.5,1.10085e+06,-0.221251
289,1693.36,1.33615e+06,-0.263148
290,1699.22,1.03643e+06,1.83718
291,1705.08,902434,2.14092
292,1710.94,1.26568e+06,1.37955
293,1716.8,1.09189e+06,3.46839
294,1722.66,1.80159e+06,-0.914747
295,1728.52,828049,0.794789
296,1734.38,384328,-0.866458
297,1740.23,1.191e+06,0.0140541
298,1746.09,1.5137e+06,0.0529798
299,1751.95,1.39261e+06,-2.37932
300,1757.81,775938,0.0216675
301,1763.67,855721,-0.80776
302,1769.53,917060,-2.2364
303,1775.39,1.31572e+06,0.953654
304,1781.25,1.45291e+06,-0.831801
305,1787.11,1.99388e+06,-3.6802
306,1792.97,863801,0.0674362
307,1798.83,1.1913e+06,-1.46144
308,1804.69,1.82649e+06,2.33095
309,1810.55,1.46975e+06,-2.35447
310,1816.41,1.11486e+06,0.625313
311,1822.27,1.72323e+06,1.44323
312,1828.12,1.8439e+06,0.285486
313,1833.98,1.86555e+06,0.548996
314,1839.84,1.40528e+06,2.17217
315,1845.7,1.65023e+06,0.638615
316,1851.56,1.59916e+06,3.08059
317,1857.42,902768,-1.95503
318,1863.28,1.58421e+06,-2.53757
319,1869.14,1.1661e+06,-0.216287
320,1875,1.03263e+06,0.424855
321,1880.86,1.01009e+06,-2.94936
322,1886.72,1.31883e+06,0.504747
323,1892.58,2.1624e+06,-0.637114
324,1898.44,1.55448e+06,-0.822772
325,1904.3,874511,-4.43467
326,1910.16,1.24297e+06,0.382691
327,1916.02,1.18697e+06,1.6761
328,1921.88,1.34472e+06,-2.26094
329,1927.73,482872,-0.0884093
330,1933.59,488300,-2.1346
331,1939.45,1.05379e+06,-1.20181
332,1945.31,975860,0.605787
333,1951.17,1.06566e+06,-2.16175
334,1957.03,1.0532e+06,-0.940443
335,1962.89,1.33397e+06,-0.788642
336,1968.75,1.00825e+06,-0.518853
337,1974.61,1.9626e+06,1.22814
338,1980.47,1.4262e+06,1.7085
339,1986.33,859221,-0.687001
340,1992.19,961534,0.496255
341,1998.05,1.51461e+06,-3.32688
342,2003.91,1.43317e+06,1.48244
343,2009.77,1.53698e+06,-1.33491
344,2015.62,2.28305e+06,0.655198
345,2021.48,1.32182e+06,1.02178
346,2027.34,1.23773e+06,0.242185
347,2033.2,981921,0.614758
348,2039.06,1.29116e+06,-1.06824
349,2044.92,527589,-0.796322
350,2050.78,1.11082e+06,1.27734
351,2056.64,997902,-1.19567
352,2062.5,972595,-1.19503
353,2068.36,1.65426e+06,2.32952
354,2074.22,1.05653e+06,0.0811701
355,2080.08,1.07069e+06,1.88132
356,2085.94,777004,-2.63788
357,2091.8,1.4535e+06,1.19129
358,2097.66,1.8702e+06,-1.25842
359,2103.52,1.79205e+06,3.19823
360,2109.38,1.32119e+06,1.9748
361,2115.23,1.70552e+06,-2.17929
362,2121.09,1.42675e+06,0.35103
363,2126.95,733684,-1.59875
364,2132.81,586774,3.14864
365,2138.67,931421,-0.0127476
366,2144.53,1.29681e+06,-0.85844
367,2150.39,1.08959e+06,1.64314
368,2156.25,904348,-0.775037
369,2162.11,787309,-0.844237
370,2167.97,1.78535e+06,3.51407
371,2173.83,305776,-1.35137
372,2179.69,1.59033e+06,-1.01176
373,2185.55,1.16046e+06,-0.547114
374,2191.41,828545,0.901955
375,2197.27,601175,-1.44205
376,2203.12,741535,1.37687
377,2208.98,1.59203e+06,-3.43463
378,2214.84,416627,0.065483
379,2220.7,1.00047e+06,-0.825597
380,2226.56,1.17257e+06,0.352309
381,2232.42,1.19989e+06,-1.56311
382,2238.28,1.48142e+06,2.6276
383,2244.14,1.66747e+06,1.27103
384,2250,1.59192e+06,0.0301987
385,2255.86,1.25243e+06,3.41657
386,2261.72,1.01768e+06,-2.93154
387,2267.58,910118,2.27787
388,2273.44,1.09688e+06,-1.77928
389,2279.3,1.57027e+06,-3.37213
390,2285.16,876072,0.480053
391,2291.02,1.28303e+06,0.628764
392,2296.88,2.2188e+06,1.19972
393,2302.73,1.26399e+06,-0.466865
394,2308.59,1.86268e+06,0.892951
395,2314.45,739552,1.40501
396,2320.31,675406,-1.14034
397,2326.17,657015,-0.830311
398,2332.03,1.18667e+06,1.27272
399,2337.89,1.14217e+06,-0.682406
400,2343.75,1.13899e+06,0.273485
401,2349.61,1.75522e+06,-0.434501
402,2355.47,565524,2.3835
403,2361.33,1.05045e+06,2.72411
404,2367.19,1.56001e+06,0.127601
405,2373.05,1.97832e+06,0.731107
406,2378.91,845459,0.146632
407,2384.77,1.08792e+06,2.2102
408,2390.62,1.0027e+06,-0.0829524
409,2396.48,1.11976e+06,3.23839
410,2402.34,1.27545e+06,-0.837063
411,2408.2,1.67343e+06,-2.33208
412,2414.06,750672,-0.473081
413,2419.92,1.2736e+06,0.391418
414,2425.78,1.0865e+06,0.426617
415,2431.64,668985,-0.983202
416,2437.5,397925,2.7206
417,2443.36,970661,-1.79066
418,2449.22,786171,-0.0780987
419,2455.08,718475,-0.56965
420,2460.94,1.2436e+06,-0.327499
421,2466.8,1.74029e+06,1.17761
422,2472.66,1.75299e+06,1.55764
423,2478.52,1.3588e+06,-0.178448
424,2484.38,1.21692e+06,-0.479657
425,2490.23,930454,-1.54741
426,2496.09,1.19207e+06,-2.07369
427,2501.95,1.22541e+06,-0.905609
428,2507.81,583352,0.613086
429,2513.67,1.28618e+06,-0.749872
430,2519.53,1.36832e+06,-0.184351
431,2525.39,1.0467e+06,1.10219
432,2531.25,761456,1.75451
433,2537.11,1.2498e+06,-2.64675
434,2542.97,1.31758e+06,0.66324
435,2548.83,1.40341e+06,1.15333
436,2554.69,1.97353e+06,1.43555
437,2560.55,1.01092e+06,-0.158487
438,2566.41,912589,-0.912799
439,2572.27,940260,-1.16647
440,2578.12,361592,-0.0751833
441,2583.98,1.32382e+06,-3.78627
442,2589.84,1.16502e+06,0.889937
443,2595.7,1.16808e+06,-2.69934
444,2601.56,654708,0.360018
445,2607.42,1.9711e+06,-1.42195
446,2613.28,1.18465e+06,0.787484
447,2619.14,1.20804e+06,-1.04322
448,2625,1.12343e+06,-0.000413895
449,2630.86,3.22372e+06,0.381731
450,2636.72,8.26714e+06,0.629008
451,2642.58,9.09105e+06,0.634673
452,2648.44,3.32174e+06,0.300306
453,2654.3,1.29828e+06,0.884494
454,2660.16,1.21523e+06,2.63927
455,2666.02,1.742e+06,-0.153085
456,2671.88,2.35084e+06,-2.90592
457,2677.73,1.89737e+06,-1.51011
458,2683.59,1.31071e+06,-0.0321312
459,2689.45,2.07989e+06,3.0248
460,2695.31,1.16883e+06,-1.31661
461,2701.17,975353,-0.159943
462,2707.03,765622,2.91012
463,2712.89,1.2564e+06,2.45609
464,2718.75,1.17105e+06,-2.28749
465,2724.61,1.35925e+06,-0.414896
466,2730.47,1.77502e+06,-3.01057
467,2736.33,610250,-1.97745
468,2742.19,1.27411e+06,-1.45356
469,2748.05,1.46503e+06,-0.340318
470,2753.91,1.10356e+06,-1.14824
471,2759.77,763426,2.8825
472,2765.62,1.70349e+06,-0.739192
473,2771.48,1.66788e+06,1.17074
474,2777.34,1.758e+06,-2.67192
475,2783.2,1.62289e+06,-1.04359
476,2789.06,913952,0.353867
477,2794.92,593887,-0.355896
478,2800.78,1.0799e+06,-0.637819
479,2806.64,1.28573e+06,1.26488
480,2812.5,1.42159e+06,1.31375
481,2818.36,150290,-0.451952
482,2824.22,1.22248e+06,0.701628
483,2830.08,1.45472e+06,-1.28296
484,2835.94,1.10602e+06,1.18802
485,2841.8,2.15481e+06,-1.09899
486,2847.66,1.32293e+06,0.0411932
487,2853.52,1.22416e+06,1.3077
488,2859.38,524686,0.827016
489,2865.23,1.30863e+06,-0.544695
490,2871.09,962655,-1.19943
491,2876.95,670454,-3.20241
492,2882.81,1.09846e+06,1.90349
493,2888.67,1.17751e+06,0.521184
494,2894.53,1.95844e+06,-0.183212
495,2900.39,993380,-1.34542
496,2906.25,482221,-2.82173
497,2912.11,1.35408e+06,2.72579
498,2917.97,1.25171e+06,1.02657
499,2923.83,840912,0.726114
500,2929.69,1.16833e+06,-2.25918
501,2935.55,1.44797e+06,1.01204
502,2941.41,777318,0.957142
503,2947.27,716846,-2.82976
504,2953.12,1.46543e+06,2.43021
505,2958.98,1.98758e+06,0.495428
506,2964.84,1.33929e+06,0.293883
507,2970.7,1.61144e+06,3.92826
508,2976.56,580390,-0.276794
509,2982.42,602999,2.21456
510,2988.28,1.13449e+06,1.69094
511,2994.14,1.11417e+06,-2.66903
512,3000,1.28393e+06,0.18792
513,3005.86,1.55945e+06,0.847638
514,3011.72,1.00553e+06,1.16065
515,3017.58,1.35397e+06,-3.35196
516,3023.44,1.37471e+06,-0.715732
517,3029.3,1.88924e+06,1.57334
518,3035.16,1.76494e+06,0.241886
519,3041.02,1.11358e+06,-0.549806
520,3046.88,460607,-1.32074
521,3052.73,1.00775e+06,-1.10204
522,3058.59,1.61343e+06,0.0874498
523,3064.45,1.16465e+06,-0.592209
524,3070.31,1.00402e+06,0.174693
525,3076.17,1.31738e+06,1.13422
526,3082.03,1.33989e+06,-0.324784
527,3087.89,1.09169e+06,-1.66493
528,3093.75,481926,0.0248793
529,3099.61,367493,-2.36001
530,3105.47,1.6014e+06,0.986247
531,3111.33,1.75234e+06,-1.79489
532,3117.19,690539,-1.13969
533,3123.05,833876,-2.83929
534,3128.91,1.52554e+06,2.51946
535,3134.77,1.00464e+06,-2.63089
536,3140.62,424604,-1.49454
537,3146.48,1.19577e+06,0.439485
538,3152.34,859117,-2.98136
539,3158.2,1.16943e+06,0.648835
540,3164.06,1.06228e+06,-1.1244
541,3169.92,555854,0.466631
542,3175.78,1.19803e+06,3.50008
543,3181.64,1.28317e+06,0.569639
544,3187.5,1.34482e+06,1.21928
545,3193.36,1.29369e+06,-0.659796
546,3199.22,942215,-3.03034
547,3205.08,1.74967e+06,1.78047
548,3210.94,486991,0.441202
549,3216.8,1.53487e+06,-0.0535454
550,3222.66,930104,-3.56714
551,3228.52,1.53281e+06,0.262661
552,3234.38,821219,1.16609
553,3240.23,1.30627e+06,-0.737752
554,3246.09,1.14942e+06,1.08489
555,3251.95,1.20154e+06,0.135219
556,3257.81,1.91242e+06,2.34502
557,3263.67,654172,-1.60117
558,3269.53,1.09579e+06,-2.3028
559,3275.39,970146,0.459157
560,3281.25,956149,-0.900923
561,3287.11,1.25418e+06,1.4779
562,3292.97,1.07418e+06,0.0986835
563,3298.83,2.03471e+06,0.414557
564,3304.69,1.41374e+06,0.361012
565,3310.55,2.89376e+06,0.0364169
566,3316.41,372911,-1.50923
567,3322.27,6.11363e+06,3.02661
568,3328.12,1.70724e+07,-2.38633
569,3333.98,5.15465e+06,0.999011
570,3339.84,2.45235e+06,0.9289
571,3345.7,3.07629e+06,1.93869
572,3351.56,917881,1.50767
573,3357.42,1.91011e+06,1.74122
574,3363.28,585888,-1.29176
575,3369.14,908835,2.46115
576,3375,651848,-1.33868
577,3380.86,1.18002e+06,-0.1904
578,3386.72,999945,-3.49566
579,3392.58,1.14447e+06,3.10684
580,3398.44,1.0179e+06,-1.46764
581,3404.3,2.26861e+06,1.35152
582,3410.16,2.71933e+06,1.78239
583,3416.02,1.78757e+06,-0.251042
584,3421.88,918152,1.07673
585,3427.73,1.0769e+06,1.67502
586,3433.59,1.42576e+06,0.533108
587,3439.45,924849,0.122406
588,3445.31,905012,0.838954
589,3451.17,2.09324e+06,0.34941
590,3457.03,2.19197e+06,-2.57881
591,3462.89,1.7485e+06,-0.480022
592,3468.75,2.50442e+06,3.00423
593,3474.61,1.37439e+06,-0.743095
594,3480.47,990252,-0.590378
595,3486.33,2.18921e+06,3.23691
596,3492.19,1.74844e+06,-1.56019
597,3498.05,673756,-1.42667
598,3503.91,444670,-0.880758
599,3509.77,1.2141e+06,-0.644689
600,3515.62,935560,0.310534
601,3521.48,1.49372e+06,2.98713
602,3527.34,1.88414e+06,0.514684
603,3533.2,1.68513e+06,-2.34521
604,3539.06,698385,0.270398
605,3544.92,523917,0.0813955
606,3550.78,1.14899e+06,0.695093
607,3556.64,985554,-0.0289177
608,3562.5,1.72785e+06,-3.88067
609,3568.36,820148,0.278067
610,3574.22,1.22447e+06,3.7693
611,3580.08,876212,1.96002
612,3585.94,883729,0.315892
613,3591.8,716899,0.657025
614,3597.66,280716,-0.621984
615,3603.52,873157,0.82217
616,3609.38,1.13345e+06,1.31265
617,3615.23,1.78023e+06,-0.780806
618,3621.09,1.49829e+06,0.456371
619,3626.95,2.102e+06,-2.49327
620,3632.81,1.41491e+06,2.49865
621,3638.67,736373,-2.8171
622,3644.53,764238,-1.80695
623,3650.39,1.45206e+06,1.1843
624,3656.25,1.44937e+06,2.44486
625,3662.11,1.69e+06,1.09823
626,3667.97,925496,0.456435
627,3673.83,531064,-0.39933
628,3679.69,1.42355e+06,0.0732035
629,3685.55,2.21129e+06,3.83678
630,3691.41,1.45141e+06,-1.28779
631,3697.27,853488,1.3625
632,3703.12,909173,-2.72475
633,3708.98,498849,0.328997
634,3714.84,995678,0.313333
635,3720.7,809982,0.767469
636,3726.56,731606,-0.558129
637,3732.42,1.37504e+06,3.02499
638,3738.28,1.25391e+06,0.265532
639,3744.14,964119,-1.05288
640,3750,1.4462e+06,4.19675
641,3755.86,1.75487e+06,-1.7338
642,3761.72,2.59921e+06,0.193016
643,3767.58,1.52507e+06,0.940499
644,3773.44,1.41604e+06,-0.316412
645,3779.3,2.11999e+06,-1.62664
646,3785.16,757712,2.17308
647,3791.02,1.52331e+06,-0.808947
648,3796.88,2.55936e+06,1.97941
649,3802.73,1.33735e+06,1.3363
650,3808.59,1.52451e+06,0.330787
651,3814.45,543528,1.21723
652,3820.31,1.26703e+06,-3.8082
653,3826.17,1.96057e+06,-0.676397
654,3832.03,2.06376e+06,-0.63402
655,3837.89,670039,4.3843
656,3843.75,688353,2.82196
657,3849.61,633557,-1.45393
658,3855.47,426824,-0.944382
659,3861.33,695149,2.37464
660,3867.19,1.55679e+06,-0.868503
661,3873.05,2.13475e+06,-0.262473
662,3878.91,822749,3.17351
663,3884.77,1.97025e+06,-0.101779
664,3890.62,1.03857e+06,2.78508
665,3896.48,1.38785e+06,0.981304
666,3902.34,2.52936e+06,0.617348
667,3908.2,731878,-0.300044
668,3914.06,585203,0.265308
669,3919.92,946337,-0.537844
670,3925.78,1.88194e+06,3.04733
671,3931.64,769130,-1.38466
672,3937.5,1.061e+06,0.0659774
673,3943.36,1.63677e+06,-0.504098
674,3949.22,1.12771e+06,0.72873
675,3955.08,706357,-1.712
676,3960.94,791264,-4.33692
677,3966.8,908154,2.20454
678,3972.66,1.36717e+06,-0.692228
679,3978.52,520972,-0.209672
680,3984.38,1.38836e+06,0.0785044
681,3990.23,1.05064e+06,-0.504446
682,3996.09,707474,-0.827236
683,4001.95,582329,-0.362207
684,4007.81,684059,2.48721
685,4013.67,565811,1.17301
686,4019.53,751883,3.68192
687,4025.39,2.13452e+06,2.45029
688,4031.25,1.57149e+06,-1.97419
689,4037.11,849026,1.27
690,4042.97,1.45052e+06,-1.50745
691,4048.83,1.32105e+06,1.45142
692,4054.69,1.10459e+06,-4.15044
693,4060.55,803082,-0.69744
694,4066.41,2.06033e+06,-2.21595
695,4072.27,2.47148e+06,1.97105
696,4078.12,817921,-0.297202
697,4083.98,1.94072e+06,-3.13925
698,4089.84,1.69999e+06,2.86894
699,4095.7,1.05606e+06,-0.935203
700,4101.56,1.81121e+06,-3.18241
701,4107.42,1.98967e+06,0.507953
702,4113.28,1.56321e+06,1.36035
703,4119.14,2.65794e+06,-1.5705
704,4125,2.1942e+06,0.0490683
705,4130.86,1.0971e+06,1.15924
706,4136.72,1.48381e+06,0.164861
707,4142.58,2.73587e+06,-0.47907
708,4148.44,1.48199e+06,-1.04463
709,4154.3,2.01221e+06,1.45032
710,4160.16,3.76741e+06,2.25274
711,4166.02,1.80357e+06,0.013691
712,4171.88,3.61154e+06,1.11067
713,4177.73,3.7748e+06,1.12916
714,4183.59,7.87584e+06,1.56717
715,4189.45,1.67565e+07,1.38994
716,4195.31,1.49531e+07,1.29135
717,4201.17,3.81977e+06,1.01119
718,4207.03,4.66685e+06,1.04464
719,4212.89,3.1263e+06,0.0447889
720,4218.75,1.99411e+06,2.14518
721,4224.61,1.74923e+06,0.985775
722,4230.47,1.62145e+06,1.36516
723,4236.33,1.77129e+06,-3.42218
724,4242.19,2.65611e+06,3.03329
725,4248.05,1.83881e+06,-2.6153
726,4253.91,400112,3.59852
727,4259.77,1.24277e+06,-1.99271
728,4265.62,821889,-2.1075
729,4271.48,728183,-1.27227
